timestamp,status,sample,job,manifest,message
"2026-03-06T15:12:37","start","PEGDA1TPO10SiNP_Sam02_S2","particle_forward_flatten_max_fixed0_p95","C:\Users\Conor O'Brien\Dropbox\03_AML\00 IN-BOX\AFM Topo Particle processing OUT\run_grains_full_wt10_20260304_145519\PEGDA_SiNP\PEGDA1TPO10SiNP_Sam02_S2\particle_forward_flatten_max_fixed0_p95\job_manifest.json","launched"
"2026-03-06T15:17:21","done","PEGDA1TPO10SiNP_Sam02_S2","particle_forward_flatten_max_fixed0_p95","C:\Users\Conor O'Brien\Dropbox\03_AML\00 IN-BOX\AFM Topo Particle processing OUT\run_grains_full_wt10_20260304_145519\PEGDA_SiNP\PEGDA1TPO10SiNP_Sam02_S2\particle_forward_flatten_max_fixed0_p95\job_manifest.json","duration=284s"
"2026-03-06T15:17:21","start","PEGDA1TPO10SiNP_Sam02_S2","particle_forward_flatten_mean","C:\Users\Conor O'Brien\Dropbox\03_AML\00 IN-BOX\AFM Topo Particle processing OUT\run_grains_full_wt10_20260304_145519\PEGDA_SiNP\PEGDA1TPO10SiNP_Sam02_S2\particle_forward_flatten_mean\job_manifest.json","launched"
"2026-03-06T15:20:38","done","PEGDA1TPO10SiNP_Sam02_S2","particle_forward_flatten_mean","C:\Users\Conor O'Brien\Dropbox\03_AML\00 IN-BOX\AFM Topo Particle processing OUT\run_grains_full_wt10_20260304_145519\PEGDA_SiNP\PEGDA1TPO10SiNP_Sam02_S2\particle_forward_flatten_mean\job_manifest.json","duration=196s"
"2026-03-06T15:20:38","start","PEGDA1TPO10SiNP_Sam02_S2","particle_forward_flatten_p95","C:\Users\Conor O'Brien\Dropbox\03_AML\00 IN-BOX\AFM Topo Particle processing OUT\run_grains_full_wt10_20260304_145519\PEGDA_SiNP\PEGDA1TPO10SiNP_Sam02_S2\particle_forward_flatten_p95\job_manifest.json","launched"
"2026-03-06T15:25:17","done","PEGDA1TPO10SiNP_Sam02_S2","particle_forward_flatten_p95","C:\Users\Conor O'Brien\Dropbox\03_AML\00 IN-BOX\AFM Topo Particle processing OUT\run_grains_full_wt10_20260304_145519\PEGDA_SiNP\PEGDA1TPO10SiNP_Sam02_S2\particle_forward_flatten_p95\job_manifest.json","duration=280s"
"2026-03-06T15:25:17","start","PEGDA1TPO10SiNP_Sam02_S2","particle_forward_medianbg_fixed0","C:\Users\Conor O'Brien\Dropbox\03_AML\00 IN-BOX\AFM Topo Particle processing OUT\run_grains_full_wt10_20260304_145519\PEGDA_SiNP\PEGDA1TPO10SiNP_Sam02_S2\particle_forward_medianbg_fixed0\job_manifest.json","launched"
"2026-03-06T15:28:30","done","PEGDA1TPO10SiNP_Sam02_S2","particle_forward_medianbg_fixed0","C:\Users\Conor O'Brien\Dropbox\03_AML\00 IN-BOX\AFM Topo Particle processing OUT\run_grains_full_wt10_20260304_145519\PEGDA_SiNP\PEGDA1TPO10SiNP_Sam02_S2\particle_forward_medianbg_fixed0\job_manifest.json","duration=193s"
"2026-03-06T15:28:30","start","PEGDA1TPO10SiNP_Sam02_S2","particle_forward_medianbg_max_fixed0_p95","C:\Users\Conor O'Brien\Dropbox\03_AML\00 IN-BOX\AFM Topo Particle processing OUT\run_grains_full_wt10_20260304_145519\PEGDA_SiNP\PEGDA1TPO10SiNP_Sam02_S2\particle_forward_medianbg_max_fixed0_p95\job_manifest.json","launched"
"2026-03-06T15:33:15","done","PEGDA1TPO10SiNP_Sam02_S2","particle_forward_medianbg_max_fixed0_p95","C:\Users\Conor O'Brien\Dropbox\03_AML\00 IN-BOX\AFM Topo Particle processing OUT\run_grains_full_wt10_20260304_145519\PEGDA_SiNP\PEGDA1TPO10SiNP_Sam02_S2\particle_forward_medianbg_max_fixed0_p95\job_manifest.json","duration=285s"
"2026-03-06T15:33:15","start","PEGDA1TPO10SiNP_Sam02_S2","particle_forward_medianbg_mean","C:\Users\Conor O'Brien\Dropbox\03_AML\00 IN-BOX\AFM Topo Particle processing OUT\run_grains_full_wt10_20260304_145519\PEGDA_SiNP\PEGDA1TPO10SiNP_Sam02_S2\particle_forward_medianbg_mean\job_manifest.json","launched"
"2026-03-06T15:36:28","done","PEGDA1TPO10SiNP_Sam02_S2","particle_forward_medianbg_mean","C:\Users\Conor O'Brien\Dropbox\03_AML\00 IN-BOX\AFM Topo Particle processing OUT\run_grains_full_wt10_20260304_145519\PEGDA_SiNP\PEGDA1TPO10SiNP_Sam02_S2\particle_forward_medianbg_mean\job_manifest.json","duration=192s"
"2026-03-06T15:36:28","start","PEGDA1TPO10SiNP_Sam02_S2","particle_forward_medianbg_p95","C:\Users\Conor O'Brien\Dropbox\03_AML\00 IN-BOX\AFM Topo Particle processing OUT\run_grains_full_wt10_20260304_145519\PEGDA_SiNP\PEGDA1TPO10SiNP_Sam02_S2\particle_forward_medianbg_p95\job_manifest.json","launched"
"2026-03-06T15:41:27","done","PEGDA1TPO10SiNP_Sam02_S2","particle_forward_medianbg_p95","C:\Users\Conor O'Brien\Dropbox\03_AML\00 IN-BOX\AFM Topo Particle processing OUT\run_grains_full_wt10_20260304_145519\PEGDA_SiNP\PEGDA1TPO10SiNP_Sam02_S2\particle_forward_medianbg_p95\job_manifest.json","duration=299s"
"2026-03-06T15:41:27","start","PEGDA1TPO25SiNP_Sam01_S2","particle_forward_medianbg_mean","C:\Users\Conor O'Brien\Dropbox\03_AML\00 IN-BOX\AFM Topo Particle processing OUT\run_grains_full_wt25_20260304_145519\PEGDA_SiNP\PEGDA1TPO25SiNP_Sam01_S2\particle_forward_medianbg_mean\job_manifest.json","launched"
"2026-03-06T15:43:33","done","PEGDA1TPO25SiNP_Sam01_S2","particle_forward_medianbg_mean","C:\Users\Conor O'Brien\Dropbox\03_AML\00 IN-BOX\AFM Topo Particle processing OUT\run_grains_full_wt25_20260304_145519\PEGDA_SiNP\PEGDA1TPO25SiNP_Sam01_S2\particle_forward_medianbg_mean\job_manifest.json","duration=126s"
"2026-03-06T15:43:33","start","PEGDA1TPO25SiNP_Sam02_S1","particle_forward_medianbg_mean","C:\Users\Conor O'Brien\Dropbox\03_AML\00 IN-BOX\AFM Topo Particle processing OUT\run_grains_full_wt25_20260304_145519\PEGDA_SiNP\PEGDA1TPO25SiNP_Sam02_S1\particle_forward_medianbg_mean\job_manifest.json","launched"
"2026-03-06T15:47:17","done","PEGDA1TPO25SiNP_Sam02_S1","particle_forward_medianbg_mean","C:\Users\Conor O'Brien\Dropbox\03_AML\00 IN-BOX\AFM Topo Particle processing OUT\run_grains_full_wt25_20260304_145519\PEGDA_SiNP\PEGDA1TPO25SiNP_Sam02_S1\particle_forward_medianbg_mean\job_manifest.json","duration=224s"
"2026-03-06T15:47:17","start","PEGDA1TPO25SiNP_Sam02_S2","particle_forward_medianbg_mean","C:\Users\Conor O'Brien\Dropbox\03_AML\00 IN-BOX\AFM Topo Particle processing OUT\run_grains_full_wt25_20260304_145519\PEGDA_SiNP\PEGDA1TPO25SiNP_Sam02_S2\particle_forward_medianbg_mean\job_manifest.json","launched"
"2026-03-06T15:48:31","done","PEGDA1TPO25SiNP_Sam02_S2","particle_forward_medianbg_mean","C:\Users\Conor O'Brien\Dropbox\03_AML\00 IN-BOX\AFM Topo Particle processing OUT\run_grains_full_wt25_20260304_145519\PEGDA_SiNP\PEGDA1TPO25SiNP_Sam02_S2\particle_forward_medianbg_mean\job_manifest.json","duration=74s"
"2026-03-06T15:48:31","start","PEGDA1TPO25SiNP_Sam03_S1","particle_forward_medianbg_mean","C:\Users\Conor O'Brien\Dropbox\03_AML\00 IN-BOX\AFM Topo Particle processing OUT\run_grains_full_wt25_20260304_145519\PEGDA_SiNP\PEGDA1TPO25SiNP_Sam03_S1\particle_forward_medianbg_mean\job_manifest.json","launched"
"2026-03-06T15:53:16","done","PEGDA1TPO25SiNP_Sam03_S1","particle_forward_medianbg_mean","C:\Users\Conor O'Brien\Dropbox\03_AML\00 IN-BOX\AFM Topo Particle processing OUT\run_grains_full_wt25_20260304_145519\PEGDA_SiNP\PEGDA1TPO25SiNP_Sam03_S1\particle_forward_medianbg_mean\job_manifest.json","duration=285s"
"2026-03-06T15:53:16","start","PEGDA1TPO25SiNP_Sam03_S2","particle_forward_flatten_fixed0","C:\Users\Conor O'Brien\Dropbox\03_AML\00 IN-BOX\AFM Topo Particle processing OUT\run_grains_full_wt25_20260304_145519\PEGDA_SiNP\PEGDA1TPO25SiNP_Sam03_S2\particle_forward_flatten_fixed0\job_manifest.json","launched"
"2026-03-06T15:57:09","done","PEGDA1TPO25SiNP_Sam03_S2","particle_forward_flatten_fixed0","C:\Users\Conor O'Brien\Dropbox\03_AML\00 IN-BOX\AFM Topo Particle processing OUT\run_grains_full_wt25_20260304_145519\PEGDA_SiNP\PEGDA1TPO25SiNP_Sam03_S2\particle_forward_flatten_fixed0\job_manifest.json","duration=234s"
"2026-03-06T15:57:09","start","PEGDA1TPO25SiNP_Sam03_S2","particle_forward_flatten_max_fixed0_p95","C:\Users\Conor O'Brien\Dropbox\03_AML\00 IN-BOX\AFM Topo Particle processing OUT\run_grains_full_wt25_20260304_145519\PEGDA_SiNP\PEGDA1TPO25SiNP_Sam03_S2\particle_forward_flatten_max_fixed0_p95\job_manifest.json","launched"
"2026-03-06T16:02:25","done","PEGDA1TPO25SiNP_Sam03_S2","particle_forward_flatten_max_fixed0_p95","C:\Users\Conor O'Brien\Dropbox\03_AML\00 IN-BOX\AFM Topo Particle processing OUT\run_grains_full_wt25_20260304_145519\PEGDA_SiNP\PEGDA1TPO25SiNP_Sam03_S2\particle_forward_flatten_max_fixed0_p95\job_manifest.json","duration=316s"
"2026-03-06T16:02:25","start","PEGDA1TPO25SiNP_Sam03_S2","particle_forward_flatten_mean","C:\Users\Conor O'Brien\Dropbox\03_AML\00 IN-BOX\AFM Topo Particle processing OUT\run_grains_full_wt25_20260304_145519\PEGDA_SiNP\PEGDA1TPO25SiNP_Sam03_S2\particle_forward_flatten_mean\job_manifest.json","launched"
"2026-03-06T16:06:13","done","PEGDA1TPO25SiNP_Sam03_S2","particle_forward_flatten_mean","C:\Users\Conor O'Brien\Dropbox\03_AML\00 IN-BOX\AFM Topo Particle processing OUT\run_grains_full_wt25_20260304_145519\PEGDA_SiNP\PEGDA1TPO25SiNP_Sam03_S2\particle_forward_flatten_mean\job_manifest.json","duration=227s"
"2026-03-06T16:06:13","start","PEGDA1TPO25SiNP_Sam03_S2","particle_forward_flatten_p95","C:\Users\Conor O'Brien\Dropbox\03_AML\00 IN-BOX\AFM Topo Particle processing OUT\run_grains_full_wt25_20260304_145519\PEGDA_SiNP\PEGDA1TPO25SiNP_Sam03_S2\particle_forward_flatten_p95\job_manifest.json","launched"
"2026-03-06T16:11:28","done","PEGDA1TPO25SiNP_Sam03_S2","particle_forward_flatten_p95","C:\Users\Conor O'Brien\Dropbox\03_AML\00 IN-BOX\AFM Topo Particle processing OUT\run_grains_full_wt25_20260304_145519\PEGDA_SiNP\PEGDA1TPO25SiNP_Sam03_S2\particle_forward_flatten_p95\job_manifest.json","duration=315s"
"2026-03-06T16:11:28","start","PEGDA1TPO25SiNP_Sam03_S2","particle_forward_medianbg_fixed0","C:\Users\Conor O'Brien\Dropbox\03_AML\00 IN-BOX\AFM Topo Particle processing OUT\run_grains_full_wt25_20260304_145519\PEGDA_SiNP\PEGDA1TPO25SiNP_Sam03_S2\particle_forward_medianbg_fixed0\job_manifest.json","launched"
"2026-03-06T16:15:19","done","PEGDA1TPO25SiNP_Sam03_S2","particle_forward_medianbg_fixed0","C:\Users\Conor O'Brien\Dropbox\03_AML\00 IN-BOX\AFM Topo Particle processing OUT\run_grains_full_wt25_20260304_145519\PEGDA_SiNP\PEGDA1TPO25SiNP_Sam03_S2\particle_forward_medianbg_fixed0\job_manifest.json","duration=231s"
"2026-03-06T16:15:19","start","PEGDA1TPO25SiNP_Sam03_S2","particle_forward_medianbg_max_fixed0_p95","C:\Users\Conor O'Brien\Dropbox\03_AML\00 IN-BOX\AFM Topo Particle processing OUT\run_grains_full_wt25_20260304_145519\PEGDA_SiNP\PEGDA1TPO25SiNP_Sam03_S2\particle_forward_medianbg_max_fixed0_p95\job_manifest.json","launched"
"2026-03-06T16:21:16","done","PEGDA1TPO25SiNP_Sam03_S2","particle_forward_medianbg_max_fixed0_p95","C:\Users\Conor O'Brien\Dropbox\03_AML\00 IN-BOX\AFM Topo Particle processing OUT\run_grains_full_wt25_20260304_145519\PEGDA_SiNP\PEGDA1TPO25SiNP_Sam03_S2\particle_forward_medianbg_max_fixed0_p95\job_manifest.json","duration=357s"
"2026-03-06T16:21:16","start","PEGDA1TPO25SiNP_Sam03_S2","particle_forward_medianbg_mean","C:\Users\Conor O'Brien\Dropbox\03_AML\00 IN-BOX\AFM Topo Particle processing OUT\run_grains_full_wt25_20260304_145519\PEGDA_SiNP\PEGDA1TPO25SiNP_Sam03_S2\particle_forward_medianbg_mean\job_manifest.json","launched"
"2026-03-06T16:25:50","done","PEGDA1TPO25SiNP_Sam03_S2","particle_forward_medianbg_mean","C:\Users\Conor O'Brien\Dropbox\03_AML\00 IN-BOX\AFM Topo Particle processing OUT\run_grains_full_wt25_20260304_145519\PEGDA_SiNP\PEGDA1TPO25SiNP_Sam03_S2\particle_forward_medianbg_mean\job_manifest.json","duration=274s"
"2026-03-06T16:25:50","start","PEGDA1TPO25SiNP_Sam03_S2","particle_forward_medianbg_p95","C:\Users\Conor O'Brien\Dropbox\03_AML\00 IN-BOX\AFM Topo Particle processing OUT\run_grains_full_wt25_20260304_145519\PEGDA_SiNP\PEGDA1TPO25SiNP_Sam03_S2\particle_forward_medianbg_p95\job_manifest.json","launched"
"2026-03-06T16:31:21","done","PEGDA1TPO25SiNP_Sam03_S2","particle_forward_medianbg_p95","C:\Users\Conor O'Brien\Dropbox\03_AML\00 IN-BOX\AFM Topo Particle processing OUT\run_grains_full_wt25_20260304_145519\PEGDA_SiNP\PEGDA1TPO25SiNP_Sam03_S2\particle_forward_medianbg_p95\job_manifest.json","duration=331s"
"2026-03-06T16:31:21","phase","","","","postprocess_topo_outputs.py"
"2026-03-06T17:33:17","phase","","","","populate_chapter6.py"
"2026-03-06T17:33:25","complete","","","","pipeline completed"
