source_file,channel,direction,grid_id,date_code,mode,metric_type,avg_value,std_value,units,n_valid,nx,ny,row_idx,col_idx
PEGDA01TPO000SiNP_Sam01_S1_P__GrID015_LOC_RC002011-5.00x5.00-Modulus_Forward-251028-CRO_6d836729.tiff,Modulus,Forward,15,251028,modulus_gwy_stats,modulus,37238985.25236385,13475607.535250243,kPa,260941,512,512,1,10
PEGDA01TPO000SiNP_Sam01_S1_P__GrID016_LOC_RC002012-5.00x5.00-Modulus_Forward-251028-CRO_8b05cb45.tiff,Modulus,Forward,16,251028,modulus_gwy_stats,modulus,63574567.525007136,28044067.91820621,kPa,255885,512,512,1,11
PEGDA01TPO000SiNP_Sam01_S1_P__GrID017_LOC_RC002020-5.00x5.00-Modulus_Forward-251028-CRO_7d77b12c.tiff,Modulus,Forward,17,251028,modulus_gwy_stats,modulus,40515136.33464782,18279377.20674194,kPa,259699,512,512,1,19
PEGDA01TPO000SiNP_Sam01_S1_P__GrID018_LOC_RC002021-5.00x5.00-Modulus_Forward-251028-CRO_aeb69ee3.tiff,Modulus,Forward,18,251028,modulus_gwy_stats,modulus,33311794.4954594,7613344.834644517,kPa,262144,512,512,1,20
PEGDA01TPO000SiNP_Sam01_S1_P__GrID019_LOC_RC003008-5.00x5.00-Modulus_Forward-251028-CRO_e0c45a99.tiff,Modulus,Forward,19,251028,modulus_gwy_stats,modulus,285740214.7783635,56999001.77581543,kPa,253623,512,512,2,7
PEGDA01TPO000SiNP_Sam01_S1_P__GrID020_LOC_RC003014-5.00x5.00-Modulus_Forward-251028-CRO_40ff7ba4.tiff,Modulus,Forward,20,251028,modulus_gwy_stats,modulus,128780334.7976673,76073969.52399455,kPa,246033,512,512,2,13
PEGDA01TPO000SiNP_Sam01_S1_P__GrID021_LOC_RC005001-5.00x5.00-Modulus_Forward-251028-CRO_b8eb5047.tiff,Modulus,Forward,21,251028,modulus_gwy_stats,modulus,476043722.9554889,72408182.88727114,kPa,257769,512,512,4,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID022_LOC_RC005005-5.00x5.00-Modulus_Forward-251028-CRO_f85418cc.tiff,Modulus,Forward,22,251028,modulus_gwy_stats,modulus,588651934.0700958,256949964.67746982,kPa,258496,512,512,4,4
PEGDA01TPO000SiNP_Sam01_S1_P__GrID023_LOC_RC005006-5.00x5.00-Modulus_Forward-251028-CRO_99dd8aa9.tiff,Modulus,Forward,23,251028,modulus_gwy_stats,modulus,34741518.61011962,19118089.56991819,kPa,257623,512,512,4,5
PEGDA01TPO000SiNP_Sam01_S1_P__GrID024_LOC_RC005016-5.00x5.00-Modulus_Forward-251028-CRO_4c7f6754.tiff,Modulus,Forward,24,251028,modulus_gwy_stats,modulus,35051849.69096463,10835861.005543275,kPa,262144,512,512,4,15
PEGDA01TPO000SiNP_Sam01_S1_P__GrID025_LOC_RC005017-5.00x5.00-Modulus_Forward-251029-CRO_71d730cd.tiff,Modulus,Forward,25,251029,modulus_gwy_stats,modulus,118824690.29598334,53321264.893061414,kPa,250778,512,512,4,16
PEGDA01TPO000SiNP_Sam01_S1_P__GrID026_LOC_RC006001-5.00x5.00-Modulus_Forward-251029-CRO_19b97620.tiff,Modulus,Forward,26,251029,modulus_gwy_stats,modulus,199042421.7764259,106881770.80069306,kPa,250043,512,512,5,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID027_LOC_RC006005-5.00x5.00-Modulus_Forward-251029-CRO_65827272.tiff,Modulus,Forward,27,251029,modulus_gwy_stats,modulus,520271056.54406583,68525807.66053396,kPa,259474,512,512,5,4
PEGDA01TPO000SiNP_Sam01_S1_P__GrID028_LOC_RC006006-5.00x5.00-Modulus_Forward-251029-CRO_f7b37854.tiff,Modulus,Forward,28,251029,modulus_gwy_stats,modulus,174425639.48166648,69341405.65760162,kPa,246182,512,512,5,5
PEGDA01TPO000SiNP_Sam01_S1_P__GrID029_LOC_RC006010-5.00x5.00-Modulus_Forward-251029-CRO_2d1516ab.tiff,Modulus,Forward,29,251029,modulus_gwy_stats,modulus,118667077.75300743,52072278.066198334,kPa,252724,512,512,5,9
PEGDA01TPO000SiNP_Sam01_S1_P__GrID030_LOC_RC006011-5.00x5.00-Modulus_Forward-251029-CRO_cbd5349d.tiff,Modulus,Forward,30,251029,modulus_gwy_stats,modulus,67305162.60012044,42698550.70118914,kPa,253985,512,512,5,10
PEGDA01TPO000SiNP_Sam01_S1_P__GrID031_LOC_RC006012-5.00x5.00-Modulus_Forward-251029-CRO_780230d1.tiff,Modulus,Forward,31,251029,modulus_gwy_stats,modulus,70913457.20695688,38105561.48921705,kPa,259251,512,512,5,11
PEGDA01TPO000SiNP_Sam01_S1_P__GrID032_LOC_RC006016-5.00x5.00-Modulus_Forward-251029-CRO_279d38c1.tiff,Modulus,Forward,32,251029,modulus_gwy_stats,modulus,64257102.04295625,31495496.53634843,kPa,257708,512,512,5,15
PEGDA01TPO000SiNP_Sam01_S1_P__GrID033_LOC_RC006017-5.00x5.00-Modulus_Forward-251029-CRO_1c85eb82.tiff,Modulus,Forward,33,251029,modulus_gwy_stats,modulus,51724109.89610285,25181805.335915986,kPa,257689,512,512,5,16
PEGDA01TPO000SiNP_Sam01_S1_P__GrID034_LOC_RC006021-5.00x5.00-Modulus_Forward-251029-CRO_a47f1ee9.tiff,Modulus,Forward,34,251029,modulus_gwy_stats,modulus,45765111.27190777,27929362.71748325,kPa,256170,512,512,5,20
PEGDA01TPO000SiNP_Sam01_S1_P__GrID035_LOC_RC007003-5.00x5.00-Modulus_Forward-251029-CRO_73728af3.tiff,Modulus,Forward,35,251029,modulus_gwy_stats,modulus,150270890.64213544,116266364.40458144,kPa,238971,512,512,6,2
PEGDA01TPO000SiNP_Sam01_S1_P__GrID036_LOC_RC007021-5.00x5.00-Modulus_Forward-251029-CRO_519c474e.tiff,Modulus,Forward,36,251029,modulus_gwy_stats,modulus,742047107.8677584,310644093.9852566,kPa,243019,512,512,6,20
PEGDA01TPO000SiNP_Sam01_S1_P__GrID037_LOC_RC008008-5.00x5.00-Modulus_Forward-251030-CRO_cf2e5e36.tiff,Modulus,Forward,37,251030,modulus_gwy_stats,modulus,297018635.9911696,157131333.9100784,kPa,244078,512,512,7,7
PEGDA01TPO000SiNP_Sam01_S1_P__GrID038_LOC_RC008014-5.00x5.00-Modulus_Forward-251030-CRO_62a47149.tiff,Modulus,Forward,38,251030,modulus_gwy_stats,modulus,568029306.1361424,101691222.49612442,kPa,247720,512,512,7,13
PEGDA01TPO000SiNP_Sam01_S1_P__GrID039_LOC_RC008019-5.00x5.00-Modulus_Forward-251030-CRO_02bc5eb2.tiff,Modulus,Forward,39,251030,modulus_gwy_stats,modulus,99060128.09813412,68651256.65251264,kPa,247763,512,512,7,18
PEGDA01TPO000SiNP_Sam01_S1_P__GrID040_LOC_RC010001-5.00x5.00-Modulus_Forward-251030-CRO_29afc0c1.tiff,Modulus,Forward,40,251030,modulus_gwy_stats,modulus,141833598.071158,73213055.56113182,kPa,245505,512,512,9,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID041_LOC_RC010002-5.00x5.00-Modulus_Forward-251030-CRO_ea9725b9.tiff,Modulus,Forward,41,251030,modulus_gwy_stats,modulus,60099410.266268365,34218776.33029252,kPa,256890,512,512,9,1
PEGDA01TPO000SiNP_Sam01_S1_P__GrID042_LOC_RC010006-5.00x5.00-Modulus_Forward-251030-CRO_07867a5a.tiff,Modulus,Forward,42,251030,modulus_gwy_stats,modulus,39898602.18061039,22213109.841923557,kPa,259332,512,512,9,5
PEGDA01TPO000SiNP_Sam01_S1_P__GrID043_LOC_RC010010-5.00x5.00-Modulus_Forward-251030-CRO_52df9fd1.tiff,Modulus,Forward,43,251030,modulus_gwy_stats,modulus,42490095.35233613,25727314.665190175,kPa,258828,512,512,9,9
PEGDA01TPO000SiNP_Sam01_S1_P__GrID044_LOC_RC010011-5.00x5.00-Modulus_Forward-251030-CRO_799a61c5.tiff,Modulus,Forward,44,251030,modulus_gwy_stats,modulus,62940591.94000721,49420373.18857088,kPa,249143,512,512,9,10
PEGDA01TPO000SiNP_Sam01_S1_P__GrID045_LOC_RC010012-5.00x5.00-Modulus_Forward-251030-CRO_9bae1474.tiff,Modulus,Forward,45,251030,modulus_gwy_stats,modulus,104025866967.09409,4123589513.537496,kPa,2,512,512,9,11
PEGDA01TPO000SiNP_Sam01_S1_P__GrID046_LOC_RC010016-5.00x5.00-Modulus_Forward-251030-CRO_971bd3a0.tiff,Modulus,Forward,46,251030,modulus_gwy_stats,modulus,146514662.77427372,38117700.40958993,kPa,253289,512,512,9,15
PEGDA01TPO000SiNP_Sam01_S1_P__GrID047_LOC_RC010020-5.00x5.00-Modulus_Forward-251030-CRO_74eb812b.tiff,Modulus,Forward,47,251030,modulus_gwy_stats,modulus,36178616.13351787,21793349.94919221,kPa,251014,512,512,9,19
PEGDA01TPO000SiNP_Sam01_S1_P__GrID048_LOC_RC010021-5.00x5.00-Modulus_Forward-251030-CRO_cfcf1391.tiff,Modulus,Forward,48,251030,modulus_gwy_stats,modulus,54549704.738345794,27236835.715068676,kPa,254032,512,512,9,20
PEGDA01TPO000SiNP_Sam01_S1_P__GrID049_LOC_RC011001-5.00x5.00-Modulus_Forward-251030-CRO_7c22cd95.tiff,Modulus,Forward,49,251030,modulus_gwy_stats,modulus,751343663.8233289,90535133.3680826,kPa,256814,512,512,10,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID050_LOC_RC011002-5.00x5.00-Modulus_Forward-251031-CRO_9b78bc2e.tiff,Modulus,Forward,50,251031,modulus_gwy_stats,modulus,228803985.28510427,72197854.75941251,kPa,250597,512,512,10,1
PEGDA01TPO000SiNP_Sam01_S1_P__GrID051_LOC_RC011006-5.00x5.00-Modulus_Forward-251031-CRO_319b6a7f.tiff,Modulus,Forward,51,251031,modulus_gwy_stats,modulus,33928645.971985325,10736062.850524386,kPa,261495,512,512,10,5
PEGDA01TPO000SiNP_Sam01_S1_P__GrID052_LOC_RC011010-5.00x5.00-Modulus_Forward-251031-CRO_3d8af3fe.tiff,Modulus,Forward,52,251031,modulus_gwy_stats,modulus,3818154880.978973,209698024.04060835,kPa,259,512,512,10,9
PEGDA01TPO000SiNP_Sam01_S1_P__GrID053_LOC_RC011011-5.00x5.00-Modulus_Forward-251031-CRO_3645080c.tiff,Modulus,Forward,53,251031,modulus_gwy_stats,modulus,435194837.0774118,87630774.85966554,kPa,254026,512,512,10,10
PEGDA01TPO000SiNP_Sam01_S1_P__GrID054_LOC_RC011012-5.00x5.00-Modulus_Forward-251031-CRO_87dfe8c2.tiff,Modulus,Forward,54,251031,modulus_gwy_stats,modulus,1648172344.6592305,118467239.60425958,kPa,1865,512,512,10,11
PEGDA01TPO000SiNP_Sam01_S1_P__GrID055_LOC_RC011016-5.00x5.00-Modulus_Forward-251031-CRO_d3151adf.tiff,Modulus,Forward,55,251031,modulus_gwy_stats,modulus,33531354.578942623,9246819.486045672,kPa,262144,512,512,10,15
PEGDA01TPO000SiNP_Sam01_S1_P__GrID056_LOC_RC011020-5.00x5.00-Modulus_Forward-251031-CRO_d56434e2.tiff,Modulus,Forward,56,251031,modulus_gwy_stats,modulus,60310725.070091605,35165922.916005835,kPa,253836,512,512,10,19
PEGDA01TPO000SiNP_Sam01_S1_P__GrID057_LOC_RC011021-5.00x5.00-Modulus_Forward-251031-CRO_c866112a.tiff,Modulus,Forward,57,251031,modulus_gwy_stats,modulus,36508236.65489823,20533586.787793577,kPa,259381,512,512,10,20
PEGDA01TPO000SiNP_Sam01_S1_P__GrID058_LOC_RC012001-5.00x5.00-Modulus_Forward-251031-CRO_3c2f3394.tiff,Modulus,Forward,58,251031,modulus_gwy_stats,modulus,78013278.29259053,42119316.10254886,kPa,249656,512,512,11,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID059_LOC_RC012002-5.00x5.00-Modulus_Forward-251031-CRO_53880952.tiff,Modulus,Forward,59,251031,modulus_gwy_stats,modulus,44407200.70665434,13938671.96495083,kPa,260049,512,512,11,1
PEGDA01TPO000SiNP_Sam01_S1_P__GrID060_LOC_RC012006-5.00x5.00-Modulus_Forward-251031-CRO_7f038af9.tiff,Modulus,Forward,60,251031,modulus_gwy_stats,modulus,630606931.5068631,129080855.21838458,kPa,254261,512,512,11,5
PEGDA01TPO000SiNP_Sam01_S1_P__GrID061_LOC_RC012010-5.00x5.00-Modulus_Forward-251031-CRO_8e1e60d9.tiff,Modulus,Forward,61,251031,modulus_gwy_stats,modulus,3974465782.5142493,357132908.20099866,kPa,1000,512,512,11,9
PEGDA01TPO000SiNP_Sam01_S1_P__GrID062_LOC_RC012011-5.00x5.00-Modulus_Forward-251031-CRO_47f99270.tiff,Modulus,Forward,62,251031,modulus_gwy_stats,modulus,144873599.00968415,51622597.46217957,kPa,253852,512,512,11,10
PEGDA01TPO000SiNP_Sam01_S1_P__GrID063_LOC_RC012012-5.00x5.00-Modulus_Forward-251101-CRO_75dae1cb.tiff,Modulus,Forward,63,251101,modulus_gwy_stats,modulus,56187529.430080526,41254447.80361984,kPa,246743,512,512,11,11
PEGDA01TPO000SiNP_Sam01_S1_P__GrID064_LOC_RC012016-5.00x5.00-Modulus_Forward-251101-CRO_5f943d31.tiff,Modulus,Forward,64,251101,modulus_gwy_stats,modulus,645555582.8271139,148948940.57391086,kPa,253367,512,512,11,15
PEGDA01TPO000SiNP_Sam01_S1_P__GrID065_LOC_RC012020-5.00x5.00-Modulus_Forward-251101-CRO_c7d7ea15.tiff,Modulus,Forward,65,251101,modulus_gwy_stats,modulus,806796988.368603,100781712.43840972,kPa,255318,512,512,11,19
PEGDA01TPO000SiNP_Sam01_S1_P__GrID066_LOC_RC012021-5.00x5.00-Modulus_Forward-251101-CRO_5330f73f.tiff,Modulus,Forward,66,251101,modulus_gwy_stats,modulus,88016620.59923634,50715672.10719113,kPa,248716,512,512,11,20
PEGDA01TPO000SiNP_Sam01_S1_P__GrID067_LOC_RC014003-5.00x5.00-Modulus_Forward-251101-CRO_272d5a09.tiff,Modulus,Forward,67,251101,modulus_gwy_stats,modulus,569432057.883513,610225149.9399492,kPa,249714,512,512,13,2
PEGDA01TPO000SiNP_Sam01_S1_P__GrID068_LOC_RC014008-5.00x5.00-Modulus_Forward-251101-CRO_e2b4b8b1.tiff,Modulus,Forward,68,251101,modulus_gwy_stats,modulus,376876152.14770466,51823685.73171571,kPa,260095,512,512,13,7
PEGDA01TPO000SiNP_Sam01_S1_P__GrID069_LOC_RC014014-5.00x5.00-Modulus_Forward-251101-CRO_2cb2d76d.tiff,Modulus,Forward,69,251101,modulus_gwy_stats,modulus,37143230.5290156,14355616.248149894,kPa,260797,512,512,13,13
PEGDA01TPO000SiNP_Sam01_S1_P__GrID070_LOC_RC014019-5.00x5.00-Modulus_Forward-251101-CRO_5ac91a93.tiff,Modulus,Forward,70,251101,modulus_gwy_stats,modulus,219854336.87848023,57578609.83171893,kPa,258870,512,512,13,18
PEGDA01TPO000SiNP_Sam01_S1_P__GrID071_LOC_RC016001-5.00x5.00-Modulus_Forward-251101-CRO_d90f8aaf.tiff,Modulus,Forward,71,251101,modulus_gwy_stats,modulus,59325130.77472359,49346020.364365704,kPa,248742,512,512,15,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID072_LOC_RC016005-5.00x5.00-Modulus_Forward-251101-CRO_b763ed6b.tiff,Modulus,Forward,72,251101,modulus_gwy_stats,modulus,47778206.412080504,34736420.56007282,kPa,255557,512,512,15,4
PEGDA01TPO000SiNP_Sam01_S1_P__GrID073_LOC_RC016006-5.00x5.00-Modulus_Forward-251101-CRO_2e822071.tiff,Modulus,Forward,73,251101,modulus_gwy_stats,modulus,68812639.58281727,50567478.91144209,kPa,250540,512,512,15,5
PEGDA01TPO000SiNP_Sam01_S1_P__GrID074_LOC_RC016010-5.00x5.00-Modulus_Forward-251101-CRO_c2c6e67e.tiff,Modulus,Forward,74,251101,modulus_gwy_stats,modulus,730960280.839577,201485418.3686558,kPa,244916,512,512,15,9
PEGDA01TPO000SiNP_Sam01_S1_P__GrID075_LOC_RC016011-5.00x5.00-Modulus_Forward-251101-CRO_766314dc.tiff,Modulus,Forward,75,251101,modulus_gwy_stats,modulus,38071476.489833616,11909545.536802314,kPa,262144,512,512,15,10
PEGDA01TPO000SiNP_Sam01_S1_P__GrID076_LOC_RC016012-5.00x5.00-Modulus_Forward-251102-CRO_ad3e4c81.tiff,Modulus,Forward,76,251102,modulus_gwy_stats,modulus,46526083.06178532,18961688.550621405,kPa,260237,512,512,15,11
PEGDA01TPO000SiNP_Sam01_S1_P__GrID077_LOC_RC016016-5.00x5.00-Modulus_Forward-251102-CRO_c335f704.tiff,Modulus,Forward,77,251102,modulus_gwy_stats,modulus,41052208.39082409,10569659.071490612,kPa,262144,512,512,15,15
PEGDA01TPO000SiNP_Sam01_S1_P__GrID078_LOC_RC016017-5.00x5.00-Modulus_Forward-251102-CRO_d35e3737.tiff,Modulus,Forward,78,251102,modulus_gwy_stats,modulus,70019998.87981667,36601842.52889439,kPa,252145,512,512,15,16
PEGDA01TPO000SiNP_Sam01_S1_P__GrID079_LOC_RC016021-5.00x5.00-Modulus_Forward-251102-CRO_1cb4b17c.tiff,Modulus,Forward,79,251102,modulus_gwy_stats,modulus,36886971.96710216,17142206.419955235,kPa,257486,512,512,15,20
PEGDA01TPO000SiNP_Sam01_S1_P__GrID080_LOC_RC017001-5.00x5.00-Modulus_Forward-251102-CRO_cc40f1d0.tiff,Modulus,Forward,80,251102,modulus_gwy_stats,modulus,230162358.88009673,84990982.70870535,kPa,252798,512,512,16,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID081_LOC_RC017005-5.00x5.00-Modulus_Forward-251102-CRO_0868197d.tiff,Modulus,Forward,81,251102,modulus_gwy_stats,modulus,247561423.20064998,103763866.98712337,kPa,244584,512,512,16,4
PEGDA01TPO000SiNP_Sam01_S1_P__GrID082_LOC_RC017006-5.00x5.00-Modulus_Forward-251102-CRO_fe8a749d.tiff,Modulus,Forward,82,251102,modulus_gwy_stats,modulus,102942356.44393846,45590613.23564518,kPa,253786,512,512,16,5
PEGDA01TPO000SiNP_Sam01_S1_P__GrID083_LOC_RC017016-5.00x5.00-Modulus_Forward-251102-CRO_435ce319.tiff,Modulus,Forward,83,251102,modulus_gwy_stats,modulus,2946388450.411887,218349383.3134785,kPa,835,512,512,16,15
PEGDA01TPO000SiNP_Sam01_S1_P__GrID084_LOC_RC017017-5.00x5.00-Modulus_Forward-251102-CRO_70d3d6ca.tiff,Modulus,Forward,84,251102,modulus_gwy_stats,modulus,29540930.931749396,15900783.244207986,kPa,260595,512,512,16,16
PEGDA01TPO000SiNP_Sam01_S1_P__GrID085_LOC_RC017021-5.00x5.00-Modulus_Forward-251102-CRO_7299d06d.tiff,Modulus,Forward,85,251102,modulus_gwy_stats,modulus,nan,nan,kPa,0,512,512,16,20
PEGDA01TPO000SiNP_Sam01_S1_P__GrID086_LOC_RC019008-5.00x5.00-Modulus_Forward-251102-CRO_296275b3.tiff,Modulus,Forward,86,251102,modulus_gwy_stats,modulus,55796202.00308943,46726818.67566206,kPa,250323,512,512,18,7
PEGDA01TPO000SiNP_Sam01_S1_P__GrID087_LOC_RC019014-5.00x5.00-Modulus_Forward-251102-CRO_ce620c64.tiff,Modulus,Forward,87,251102,modulus_gwy_stats,modulus,36560338.462377526,23412558.16959735,kPa,253507,512,512,18,13
PEGDA01TPO000SiNP_Sam01_S1_P__GrID088_LOC_RC020001-5.00x5.00-Modulus_Forward-251102-CRO_44d99d50.tiff,Modulus,Forward,88,251102,modulus_gwy_stats,modulus,10738262875.223785,511553786.9623743,kPa,80,512,512,19,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID089_LOC_RC020002-5.00x5.00-Modulus_Forward-251102-CRO_9b941964.tiff,Modulus,Forward,89,251102,modulus_gwy_stats,modulus,1521887833.9047554,80153769.92800356,kPa,381,512,512,19,1
PEGDA01TPO000SiNP_Sam01_S1_P__GrID090_LOC_RC020010-5.00x5.00-Modulus_Forward-251103-CRO_c9aeafeb.tiff,Modulus,Forward,90,251103,modulus_gwy_stats,modulus,3435514042.0293965,468140866.1152964,kPa,1499,512,512,19,9
PEGDA01TPO000SiNP_Sam01_S1_P__GrID091_LOC_RC020011-5.00x5.00-Modulus_Forward-251103-CRO_4b1e79bf.tiff,Modulus,Forward,91,251103,modulus_gwy_stats,modulus,424653072.3386459,115133384.09633696,kPa,250296,512,512,19,10
PEGDA01TPO000SiNP_Sam01_S1_P__GrID092_LOC_RC020012-5.00x5.00-Modulus_Forward-251103-CRO_1ded314f.tiff,Modulus,Forward,92,251103,modulus_gwy_stats,modulus,267506894.4059998,374242081.36049634,kPa,256557,512,512,19,11
PEGDA01TPO000SiNP_Sam01_S1_P__GrID093_LOC_RC020020-5.00x5.00-Modulus_Forward-251103-CRO_c273767c.tiff,Modulus,Forward,93,251103,modulus_gwy_stats,modulus,84077687.8428142,70071884.68789475,kPa,247740,512,512,19,19
PEGDA01TPO000SiNP_Sam01_S1_P__GrID094_LOC_RC020021-5.00x5.00-Modulus_Forward-251103-CRO_91bf79e4.tiff,Modulus,Forward,94,251103,modulus_gwy_stats,modulus,288172787.1151396,141452224.60836416,kPa,251956,512,512,19,20
PEGDA01TPO000SiNP_Sam01_S1_P__GrID095_LOC_RC021001-5.00x5.00-Modulus_Forward-251103-CRO_210e8324.tiff,Modulus,Forward,95,251103,modulus_gwy_stats,modulus,772522848.5472294,722489209.8180456,kPa,254857,512,512,20,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID096_LOC_RC021002-5.00x5.00-Modulus_Forward-251103-CRO_0e1929e4.tiff,Modulus,Forward,96,251103,modulus_gwy_stats,modulus,1013721221.8894584,695113632.5801815,kPa,72608,512,512,20,1
PEGDA01TPO000SiNP_Sam01_S1_P__GrID097_LOC_RC021005-5.00x5.00-Modulus_Forward-251103-CRO_a63a135e.tiff,Modulus,Forward,97,251103,modulus_gwy_stats,modulus,186221698.42378238,87957759.36825268,kPa,244406,512,512,20,4
PEGDA01TPO000SiNP_Sam01_S1_P__GrID098_LOC_RC021006-5.00x5.00-Modulus_Forward-251103-CRO_33bd4040.tiff,Modulus,Forward,98,251103,modulus_gwy_stats,modulus,65275388.14078137,41644828.79991512,kPa,245818,512,512,20,5
PEGDA01TPO000SiNP_Sam01_S1_P__GrID099_LOC_RC021010-5.00x5.00-Modulus_Forward-251103-CRO_2d48f434.tiff,Modulus,Forward,99,251103,modulus_gwy_stats,modulus,62581038.62836345,72615003.14121558,kPa,248872,512,512,20,9
PEGDA01TPO000SiNP_Sam01_S1_P__GrID100_LOC_RC021011-5.00x5.00-Modulus_Forward-251103-CRO_fd17ffd5.tiff,Modulus,Forward,100,251103,modulus_gwy_stats,modulus,4746584006.544736,199319739.18117917,kPa,67,512,512,20,10
PEGDA01TPO000SiNP_Sam01_S1_P__GrID101_LOC_RC021012-5.00x5.00-Modulus_Forward-251103-CRO_00090da2.tiff,Modulus,Forward,101,251103,modulus_gwy_stats,modulus,nan,nan,kPa,0,512,512,20,11
PEGDA01TPO000SiNP_Sam01_S1_P__GrID102_LOC_RC021016-5.00x5.00-Modulus_Forward-251103-CRO_fed30b14.tiff,Modulus,Forward,102,251103,modulus_gwy_stats,modulus,45927951.10351543,44535675.49027846,kPa,252807,512,512,20,15
