method,row_idx,col_idx,avg_forward,avg_backward,delta_avg,ratio_avg,std_forward,std_backward,n_valid_forward,n_valid_backward,delta_n_valid
gwy_ops_py_stats,20,9,61775592.97954609,743810607.4629864,682035014.4834403,12.040525579564443,44938029.82909415,232182554.75560957,248872,5027,-243845
gwy_ops_py_stats,20,10,515739991.6546534,111252027.9897622,-404487963.6648912,0.21571340169458508,285709509.9976588,41788495.27499542,67,247578,247511
gwy_ops_py_stats,20,15,45641573.70554447,47064889.40166258,1423315.696118109,1.0311846323551548,23603362.501296747,27805620.679658268,252807,252154,-653
gwy_ops_py_stats,20,16,36948677.96378305,114118773.60286003,77170095.63907698,3.0885752858253497,17229379.111681547,18049437.84579872,260620,262143,1523
gwy_ops_py_stats,20,19,35233104.59636167,35270408.31611245,37303.71975078434,1.0010587690235688,5861168.513776146,5831198.599582467,262144,262144,0
gwy_ops_py_stats,20,20,44510461.327562,45002511.96373727,492050.63617527485,1.0110547188570833,21539241.082713958,21197369.97568595,252697,253002,305
raw_minmax,0,0,202433073.66020134,439092598.2961488,236659524.63594744,2.16907539048287,75354443.76373321,82948327.75545523,242148,248309,6161
raw_minmax,0,1,105239798.57717517,239665956.7357143,134426158.15853912,2.277331959733473,55235591.64175435,59830585.62755706,244799,251530,6731
raw_minmax,0,4,38867314.81108521,38636207.76356273,-231107.0475224778,0.9940539487061102,22720079.640543953,22975495.25453329,260090,260116,26
raw_minmax,0,5,50065515.22930733,186082926.60752907,136017411.37822175,3.716788407254819,30317475.1117068,30463309.367491648,251421,259388,7967
raw_minmax,0,9,311266356.6510433,796869733.6450185,485603376.99397516,2.5600895073230765,41452745.52615134,40164439.685631715,260532,259442,-1090
raw_minmax,0,10,324658798.6083881,413907672.92534906,89248874.31696093,1.2749005254116499,58989769.21996826,56019502.21945955,256591,259236,2645
raw_minmax,0,11,109222821.761382,401211279.01145566,291988457.2500737,3.673328270972324,35388785.54598759,50998590.68738048,253816,259979,6163
raw_minmax,0,16,53539263.222624294,46446726.72593707,-7092536.496687226,0.8675264456442855,30252810.829438858,27511012.13896057,257690,256933,-757
raw_minmax,0,19,76507262.85086495,66437416.15828072,-10069846.692584224,0.8683805129427608,36278638.781127565,32192741.154194128,252876,252892,16
raw_minmax,0,20,453918316.6640968,570033400.9100715,116115084.24597472,1.2558061219016654,67850040.63959137,274411962.40394616,245819,1534,-244285
raw_minmax,1,0,37788469.79875993,37864292.9650147,75823.16625477374,1.0020065159202944,8594292.652850194,8514277.238804882,262139,262142,3
raw_minmax,1,1,133622861.99389751,69020025.41359068,-64602836.58030683,0.5165285669210018,40666780.59680187,35867391.277729966,252190,245494,-6696
raw_minmax,1,9,595691153.5909961,678086623.7961329,82395470.20513678,1.1383191100093284,275702073.4638554,261195582.7540163,5319,42121,36802
raw_minmax,1,10,37238985.252362505,37946921.486757405,707936.2343949005,1.0190106209822134,13475607.535249965,12287451.02047711,260941,261061,120
raw_minmax,1,11,63485290.625990205,50610312.641472965,-12874977.984517239,0.7971974632617282,26016086.67261596,27171371.343710903,255885,252414,-3471
raw_minmax,1,19,40506410.97145682,42101011.17684557,1594600.2053887546,1.0393666130162063,18007010.603758752,18681437.515403036,259699,258588,-1111
raw_minmax,1,20,33311794.495459113,33306819.168277405,-4975.327181708068,0.9998506436756991,7613344.8346443465,7468969.232504233,262144,262144,0
raw_minmax,2,13,127576950.24753614,132470466.94421797,4893516.696681827,1.038357373233856,57663379.38607061,61653355.902159914,246033,245421,-612
raw_minmax,4,0,474459606.11869806,66808738.552984655,-407650867.5657134,0.14081017159608475,56771064.35343017,42142635.058508135,257769,250852,-6917
raw_minmax,4,4,579561317.4191424,176770301.2278458,-402791016.1912966,0.3050070733067997,86839633.46281262,63943111.58540424,258496,248307,-10189
raw_minmax,4,15,35051849.69096366,35165645.59605475,113795.90509108454,1.0032465021416666,10835861.00554326,10703474.540712535,262144,262139,-5
raw_minmax,4,16,118285280.50467888,177919907.68795994,59634627.183281064,1.5041593250558523,43739994.30401723,44730590.588940255,250778,253580,2802
raw_minmax,5,0,195782657.21818802,446090640.37453973,250307983.15635172,2.2784992639945556,66139233.75354355,80254546.47678769,250043,256571,6528
raw_minmax,5,4,519014846.4836427,108810130.2174212,-410204716.2662215,0.20964743292916665,60343124.948764205,52872948.64385101,259474,244851,-14623
raw_minmax,5,5,173537903.66528165,632385743.43312,458847839.76783836,3.6440784985674366,54880933.357855484,247790369.61740246,246182,7875,-238307
raw_minmax,5,9,118475447.36012505,94303694.8786511,-24171752.481473953,0.7959766937363819,49890348.426921606,46722827.070232995,252724,248583,-4141
raw_minmax,5,10,66952864.33479641,60815124.596964955,-6137739.737831451,0.9083274509789483,28177015.898334213,28331190.42959302,253985,253123,-862
raw_minmax,5,11,70688599.12917672,47626744.57949636,-23061854.54968036,0.6737542569271036,33201776.22245041,34766698.31640716,259251,251478,-7773
raw_minmax,5,15,64067518.59331336,46670178.134971075,-17397340.458342284,0.728453031421791,26890647.836158607,27905304.136149377,257708,254505,-3203
raw_minmax,5,16,51663852.2385943,40801847.3916316,-10862004.846962698,0.7897561955542973,23556605.095854737,22655769.351235427,257689,257095,-594
raw_minmax,5,20,45599005.14488779,45045848.928311855,-553156.2165759355,0.9878691165559793,23621280.378649402,23345820.934541903,256170,255151,-1019
raw_minmax,6,2,145798567.1600802,722811158.0420609,577012590.8819807,4.957601244794451,71322445.4895474,95605428.71809919,238971,253303,14332
raw_minmax,6,20,718657548.6440941,530722057.7984967,-187935490.8455974,0.7384908970897486,146824592.05620506,266456175.5111728,243019,361,-242658
raw_minmax,7,7,290710781.0453996,370717333.630801,80006552.58540142,1.2752101325506293,89755262.54847987,100709064.59687555,244078,239929,-4149
raw_minmax,7,13,565565857.287144,199654144.34374928,-365911712.94339466,0.35301661472535234,75393591.59741698,44975208.6871812,247720,240742,-6978
raw_minmax,7,18,98225848.8746334,514579640.4803325,416353791.60569906,5.23873956169211,42578608.26208713,303109379.5835944,247763,54,-247709
raw_minmax,9,0,140870506.3198654,453728113.79328686,312857607.47342145,3.220887932091592,56572684.732116155,81536709.68122204,245505,252221,6716
raw_minmax,9,1,60002080.224260084,49133312.58315907,-10868767.641101018,0.8188601528400585,31353255.43897749,31951427.90317841,256890,255831,-1059
raw_minmax,9,5,39812666.60075913,48605234.65573238,8792568.054973245,1.2208485089216705,19762411.521707326,19302894.39866026,259332,259854,522
raw_minmax,9,9,42396419.72468619,39248746.59532685,-3147673.129359342,0.925756157010434,22954509.512701236,21067817.196322504,258828,257946,-882
raw_minmax,9,10,62374724.0790014,122206025.90166272,59831301.822661325,1.9592235109029312,37768347.13151217,38592283.664438665,249143,255452,6309
raw_minmax,9,11,459954867.22901917,557542570.648276,97587703.4192568,1.2121679981498408,0.0,271228793.95069116,2,6,4
raw_minmax,9,15,146277396.37700564,52986329.321180195,-93291067.05582544,0.36223183235102674,30663245.840779237,35304475.94820273,253289,246006,-7283
raw_minmax,9,19,36134759.65909248,46879232.88783856,10744473.228746079,1.2973445328020186,20618848.95807522,20900864.19391503,251014,253421,2407
raw_minmax,9,20,54472659.435168885,57678188.4690244,3205529.0338555127,1.0588465675642402,25376702.91340453,25354588.478581145,254032,253822,-210
raw_minmax,10,0,748443218.5971661,532387621.7580206,-216055596.83914548,0.711326669183928,81899842.48681435,71454291.91110222,256814,257268,454
raw_minmax,10,1,227711593.85569593,527835598.62036383,300124004.76466787,2.318000544824524,61637249.34657254,74830662.04283535,250597,256840,6243
raw_minmax,10,5,33928645.97198473,34377372.78372911,448726.81174438447,1.013225603288587,10736062.850524327,12028005.836594425,261495,260603,-892
raw_minmax,10,9,481611231.67598826,209945123.54650772,-271666108.12948054,0.43592239910167146,289734764.92847717,50235262.07360867,259,244387,244128
raw_minmax,10,10,432506801.6195948,143140396.9667018,-289366404.652893,0.33095525071672494,68233944.37940215,45429885.23759165,254026,243956,-10070
raw_minmax,10,11,737009972.0150683,113928139.18213643,-623081832.8329319,0.1545815436806697,219993684.84290624,53886051.77494387,1865,246465,244600
raw_minmax,10,15,33531354.57894333,33518615.09320323,-12739.485740099102,0.9996200724396592,9246819.486045264,9166026.128572986,262144,262144,0
raw_minmax,10,19,60190299.702274494,48007008.44956542,-12183291.252709076,0.7975871309335134,32631072.01689885,31129214.144029118,253836,251807,-2029
raw_minmax,10,20,36399383.49372576,46648307.404417045,10248923.910691284,1.281568612623835,15143983.391094917,15464711.05676605,259381,258612,-769
raw_minmax,11,0,77764863.17555091,289715884.51894635,211951021.34339544,3.725537121629404,33520696.997023843,43982328.73079575,249656,255923,6267
raw_minmax,11,1,44397755.97772786,37163774.0553832,-7233981.922344662,0.8370642442835716,13501322.452858867,15322862.96819254,260049,259661,-388
raw_minmax,11,5,625086562.6835188,290811106.8938819,-334275455.78963685,0.465233336076558,105640878.5008007,88718064.27762432,254261,247805,-6456
raw_minmax,11,9,480122868.92092866,833258849.3266572,353135980.4057285,1.7355116851638375,305399337.9245665,117103224.12221862,1000,254370,253370
raw_minmax,11,10,144494460.62512067,143208769.97496876,-1285690.6501519084,0.9911021457529259,45608475.80868243,46377726.19158133,253852,253692,-160
raw_minmax,11,11,56096006.83063572,54235234.309747346,-1860772.5208883733,0.9668287882503581,33909912.42407839,32446241.481541365,246743,246604,-139
raw_minmax,11,15,636268658.3022925,267486342.37241703,-368782315.92987543,0.42039842585698095,106908993.64052925,84874173.54470636,253367,242673,-10694
raw_minmax,11,19,802152875.5183407,193483105.657585,-608669769.8607557,0.2412047772471784,88945994.72448426,56938760.38607073,255318,246289,-9029
raw_minmax,13,2,545913418.3905231,723495051.0309051,177581632.64038205,1.3252926685039783,89026076.85338254,105368808.31870915,249714,252218,2504
raw_minmax,13,7,376489518.09098023,128834638.44523032,-247654879.64574993,0.3421998017328517,47091218.26653416,36804026.604670584,260095,255716,-4379
raw_minmax,13,13,37143230.529015906,38349406.62895708,1206176.0999411717,1.0324736454735384,14355616.24814949,15196283.529130427,260797,260584,-213
raw_minmax,13,18,219234935.80453128,78590970.7805967,-140643965.02393457,0.3584783168439359,50831430.69406395,44374883.563844286,258870,248279,-10591
raw_minmax,15,0,58884533.88347364,68597441.59107397,9712907.707600333,1.1649483670333736,37455531.408249415,38710681.3829412,248742,250729,1987
raw_minmax,15,4,47579195.10066571,49464594.65449993,1885399.5538342223,1.0396265542080985,29144808.88623345,26435432.859662842,255557,257539,1982
raw_minmax,15,5,68496485.78336567,68267863.5228584,-228622.2605072707,0.996662277518436,41902469.117310055,42318307.82443754,250540,251131,591
raw_minmax,15,9,709696455.535179,456757987.07436615,-252938468.46081287,0.6435962636024819,121064993.74326937,112737232.49276763,244916,244446,-470
raw_minmax,15,10,38071476.48983279,38052537.14476538,-18939.34506741166,0.9995025319001624,11909545.536802182,12162319.396684434,262144,262144,0
raw_minmax,15,11,46526083.06178522,44696019.83914553,-1830063.2226396948,0.9606658652049126,18961688.55062148,17244669.76057613,260237,260280,43
raw_minmax,15,15,41052208.39082568,41184226.59477431,132018.20394863188,1.003215861195378,10569659.071490703,10628969.532753011,262144,262144,0
raw_minmax,15,16,69864986.31649908,152736938.43417406,82871952.11767498,2.1861728812520242,27650246.841163423,31636597.786246818,252145,259855,7710
raw_minmax,15,20,36886971.96710351,36636784.16090551,-250187.8061980009,0.9932174479807905,17142206.419955194,17756177.206010964,257486,257200,-286
raw_minmax,16,0,228759983.12411934,226034558.29890844,-2725424.825210899,0.9880860944821274,68416509.46063584,64114485.079741515,252798,246961,-5837
raw_minmax,16,4,244698351.41231966,505027097.9036455,260328746.49132586,2.063876176479296,78594608.42376088,280372406.890887,244584,302,-244282
raw_minmax,16,5,102535065.99477579,58989506.773647666,-43545559.22112812,0.5753105652329049,34947218.803158015,32196107.7946442,253786,247415,-6371
raw_minmax,16,15,507878968.7227424,623216580.1620456,115337611.43930322,1.2270966481037089,263526905.6633436,94543044.6863165,835,256466,255631
raw_minmax,16,16,29532905.333806302,29433615.58403606,-99289.74977024272,0.9966379958677284,15634714.351946801,16077925.347133603,260595,261180,585
raw_minmax,18,7,55096107.99932763,63197465.19604338,8101357.19671575,1.1470404624009851,36222000.36416773,35659175.8531447,250323,252721,2398
raw_minmax,18,13,36471211.94076191,35457961.43567032,-1013250.5050915852,0.9722177999805065,20375194.353073284,20521422.755208846,253507,253885,378
raw_minmax,19,0,563198950.722483,817657438.3750927,254458487.6526097,1.4518092360189685,277535330.9334012,210074386.58504736,80,67036,66956
raw_minmax,19,1,937468343.9639053,170469343.36592233,-766999000.597983,0.1818401063497519,37515568.30021376,37308460.48825418,381,257328,256947
raw_minmax,19,9,502144506.1464501,587233108.3275771,85088602.18112701,1.1694504293875736,287527678.4357814,276455235.1411347,1499,264,-1235
raw_minmax,19,10,421187721.4926952,288162803.6342777,-133024917.85841751,0.684167151437902,97796059.45396887,85482232.82482333,250296,250027,-269
raw_minmax,19,11,256447359.72729406,98190508.14780223,-158256851.57949182,0.3828875768197339,55063282.47621009,48823401.26299693,256557,247698,-8859
raw_minmax,19,19,83529139.61334072,90032507.20444342,6503367.591102704,1.0778574713112934,35081166.11277559,30413439.74549028,247740,248405,665
raw_minmax,19,20,285955548.0454666,369135758.7770275,83180210.73156089,1.290885108892293,66653251.634907916,73282797.1039461,251956,255583,3627
raw_minmax,20,0,753649979.0226792,688867641.2857827,-64782337.736896515,0.9140418768127544,104879486.16375344,336098358.04149497,254857,484,-254373
raw_minmax,20,1,743134357.7760856,724200302.264918,-18934055.511167645,0.9745213563159293,227069720.33651343,239989527.84070024,72608,33978,-38630
raw_minmax,20,4,184029140.6074481,721652167.2984515,537623026.6910034,3.92140160474805,68111696.2158072,250877605.34746906,244406,10881,-233525
raw_minmax,20,5,64895274.81562942,371207509.1583946,306312234.34276515,5.720100734807162,30664544.452798136,50727447.4866431,245818,256639,10821
raw_minmax,20,9,61775592.97954609,743810607.4629864,682035014.4834403,12.040525579564443,44938029.82909415,232182554.75560957,248872,5027,-243845
raw_minmax,20,10,515739991.6546534,111252027.9897622,-404487963.6648912,0.21571340169458508,285709509.9976588,41788495.27499542,67,247578,247511
raw_minmax,20,15,45641573.70554447,47064889.40166258,1423315.696118109,1.0311846323551548,23603362.501296747,27805620.679658268,252807,252154,-653
raw_minmax,20,16,36948677.96378305,114118773.60286003,77170095.63907698,3.0885752858253497,17229379.111681547,18049437.84579872,260620,262143,1523
raw_minmax,20,19,35233104.59636167,35270408.31611245,37303.71975078434,1.0010587690235688,5861168.513776146,5831198.599582467,262144,262144,0
raw_minmax,20,20,44510461.327562,45002511.96373727,492050.63617527485,1.0110547188570833,21539241.082713958,21197369.97568595,252697,253002,305
raw_chauvenet,0,0,202433073.66020134,439092598.2961488,236659524.63594744,2.16907539048287,75354443.76373321,82948327.75545523,242148,248309,6161
raw_chauvenet,0,1,105239798.57717517,239665956.7357143,134426158.15853912,2.277331959733473,55235591.64175435,59830585.62755706,244799,251530,6731
raw_chauvenet,0,4,37585820.854579546,37278742.34422141,-307078.5103581324,0.9918299373706317,16274917.33186816,16051018.247042544,258118,258076,-42
raw_chauvenet,0,5,49349658.53388032,186082926.60752907,136733268.07364875,3.770703428064784,22784475.232717786,30463309.367491648,251074,259388,8314
raw_chauvenet,0,9,311266356.6510433,796869733.6450185,485603376.99397516,2.5600895073230765,41452745.52615134,40164439.685631715,260532,259442,-1090
raw_chauvenet,0,10,324252520.54881245,413809554.9177417,89557034.36892927,1.2761953375639141,56975853.2514354,55526897.99985197,256410,259191,2781
raw_chauvenet,0,11,108477731.07784918,401211279.01145566,292733547.9336065,3.6985589118150517,28724596.759865806,50998590.68738048,253469,259979,6510
raw_chauvenet,0,16,52952414.59297333,45571062.72895678,-7381351.864016548,0.8606040551549081,22877613.71467996,19606354.704061043,257455,256340,-1115
raw_chauvenet,0,19,75988299.04330993,65322859.00451568,-10665440.03879425,0.8596436533904328,31844538.80017604,24170639.527571905,252640,252090,-550
raw_chauvenet,0,20,453918316.6640968,570033400.9100715,116115084.24597472,1.2558061219016654,67850040.63959137,274411962.40394616,245819,1534,-244285
raw_chauvenet,1,0,37464279.22843672,37548540.477793634,84261.24935691059,1.0022491090471308,6494130.058210823,6458884.344050069,260969,261012,43
raw_chauvenet,1,1,133090027.16389371,68268783.94574115,-64821243.21815257,0.5129519123297762,35558751.77824345,28433257.308057837,252005,245194,-6811
raw_chauvenet,1,9,595691153.5909961,678086623.7961329,82395470.20513678,1.1383191100093284,275702073.4638554,261195582.7540163,5319,42121,36802
raw_chauvenet,1,10,36668341.58993224,37515871.995608725,847530.4056764841,1.0231134097951455,8810294.865765557,9031042.246023005,259778,260176,398
raw_chauvenet,1,11,62648633.27649135,49337197.441498086,-13311435.834993266,0.7875223266843664,19046717.64276014,17231258.50398979,255227,251317,-3910
raw_chauvenet,1,19,39598269.26434141,41308884.05236866,1710614.7880272567,1.0431992311736635,12766318.440697057,13907404.894029597,258023,257326,-697
raw_chauvenet,1,20,33015354.946977034,33019636.11102025,4281.164043214172,1.0001296719072108,6232287.03540085,6244923.46603747,260750,260697,-53
raw_chauvenet,2,13,127576950.24753614,132109418.20656186,4532467.959025726,1.0355273264506748,57663379.38607061,59236332.12775381,246033,245312,-721
raw_chauvenet,4,0,474459606.11869806,65033159.3096277,-409426446.80907035,0.1370678525019852,56771064.35343017,30017164.270893,257769,249839,-7930
raw_chauvenet,4,4,579561317.4191424,176770301.2278458,-402791016.1912966,0.3050070733067997,86839633.46281262,63943111.58540424,258496,248307,-10189
raw_chauvenet,4,15,34303524.20131457,34420786.04939372,117261.8480791524,1.0034183615476644,7084070.148179864,7080105.752172671,259697,259673,-24
raw_chauvenet,4,16,117999123.61233953,177351513.9311888,59352390.318849266,1.5029900943488246,41298070.469754234,40953207.003138155,250679,253320,2641
raw_chauvenet,5,0,195782657.21818802,446090640.37453973,250307983.15635172,2.2784992639945556,66139233.75354355,80254546.47678769,250043,256571,6528
raw_chauvenet,5,4,519014846.4836427,108810130.2174212,-410204716.2662215,0.20964743292916665,60343124.948764205,52872948.64385101,259474,244851,-14623
raw_chauvenet,5,5,173537903.66528165,632385743.43312,458847839.76783836,3.6440784985674366,54880933.357855484,247790369.61740246,246182,7875,-238307
raw_chauvenet,5,9,118298774.32075879,93444822.65184522,-24853951.668913573,0.7899052478639903,48460466.066182286,41113592.81907051,252668,248190,-4478
raw_chauvenet,5,10,66952864.33479641,60374477.50520702,-6578386.829589389,0.9017459985476602,28177015.898334213,23575908.47543436,253985,252911,-1074
raw_chauvenet,5,11,69582732.77053683,45896392.23555704,-23686340.534979783,0.6595945633079647,24130586.835450586,20957931.589310553,258592,250347,-8245
raw_chauvenet,5,15,63011144.1524263,45709653.82303059,-17301490.32939571,0.725421739882349,17745283.641137507,17834365.64288275,256880,253926,-2954
raw_chauvenet,5,16,50997094.20300045,39951412.399206884,-11045681.803793564,0.7834056630790606,16332776.131885894,14353876.119682984,257224,256271,-953
raw_chauvenet,5,20,44853924.795355245,44316535.80107583,-537388.9942794144,0.9880191310630845,15010060.875248149,15144013.797605436,255659,254654,-1005
raw_chauvenet,6,2,145798567.1600802,722811158.0420609,577012590.8819807,4.957601244794451,71322445.4895474,95605428.71809919,238971,253303,14332
raw_chauvenet,6,20,718657548.6440941,530722057.7984967,-187935490.8455974,0.7384908970897486,146824592.05620506,266456175.5111728,243019,361,-242658
raw_chauvenet,7,7,290710781.0453996,370717333.630801,80006552.58540142,1.2752101325506293,89755262.54847987,100709064.59687555,244078,239929,-4149
raw_chauvenet,7,13,565565857.287144,199654144.34374928,-365911712.94339466,0.35301661472535234,75393591.59741698,44975208.6871812,247720,240742,-6978
raw_chauvenet,9,0,140632093.58827648,453728113.79328686,313096020.2050104,3.226348283782579,54927223.058844335,81536709.68122204,245429,252221,6792
raw_chauvenet,9,1,58661622.31157273,47617164.98841826,-11044457.323154472,0.8117260162957405,23544841.74754645,22753715.411004577,255658,254419,-1239
raw_chauvenet,9,5,38954153.26005183,47628855.488287956,8674702.228236124,1.2226900472030586,11454356.33950731,11164986.203319522,258285,258509,224
raw_chauvenet,9,9,41766459.00777341,38525555.46736768,-3240903.540405728,0.922404158327079,13449340.014135608,13067288.20369325,258479,257371,-1108
raw_chauvenet,9,10,61273098.73031019,121286806.94871849,60013708.2184083,1.9794462735197216,28970644.316696066,31489214.06125977,248598,254994,6396
raw_chauvenet,9,15,146237678.19648984,52207100.475004315,-94030577.72148553,0.3570017051614913,30190292.125831313,27026954.232457973,253275,245710,-7565
raw_chauvenet,9,19,35415835.12384692,46733657.41565096,11317822.291804038,1.3195695443076898,12379835.27706427,18273324.278066657,250440,253367,2927
raw_chauvenet,9,20,53573292.42609608,56888752.10702724,3315459.6809311584,1.0618864275609867,18135025.777688954,18357485.663063817,253252,253198,-54
raw_chauvenet,10,0,748443218.5971661,532387621.7580206,-216055596.83914548,0.711326669183928,81899842.48681435,71454291.91110222,256814,257268,454
raw_chauvenet,10,1,227663338.23323905,527835598.62036383,300172260.3871248,2.318491869251258,61342634.127381794,74830662.04283535,250581,256840,6259
raw_chauvenet,10,5,33216391.298662536,33644376.0182693,427984.7196067646,1.0128847446358207,6570731.119028514,7112274.381668843,259325,258755,-570
raw_chauvenet,10,10,432506801.6195948,143140396.9667018,-289366404.652893,0.33095525071672494,68233944.37940215,45429885.23759165,254026,243956,-10070
raw_chauvenet,10,11,972679356.0264676,113871537.03574342,-858807818.9907241,0.11706996383774887,16665676.014851283,53427896.91439634,232,246449,246217
raw_chauvenet,10,15,32982631.249081366,32976953.45798428,-5677.791097085923,0.9998278551200416,5798188.537656885,5801433.7279468225,260155,260155,0
raw_chauvenet,10,19,58903552.21172594,46448784.96828811,-12454767.243437834,0.7885566018383784,22791365.332513142,19450253.70357052,252979,250595,-2384
raw_chauvenet,10,20,36012863.4545217,46308844.334414035,10295980.879892334,1.2858973125781696,11022170.237470374,12178430.403805576,258839,258208,-631
raw_chauvenet,11,0,77764863.17555091,289715884.51894635,211951021.34339544,3.725537121629404,33520696.997023843,43982328.73079575,249656,255923,6267
raw_chauvenet,11,1,43911462.511336446,36580816.465980165,-7330646.045356281,0.833058485732199,7647956.485766992,7627141.753504697,259294,258869,-425
raw_chauvenet,11,5,625086562.6835188,290811106.8938819,-334275455.78963685,0.465233336076558,105640878.5008007,88718064.27762432,254261,247805,-6456
raw_chauvenet,11,10,143765612.88280448,143208769.97496876,-556842.907835722,0.9961267308873809,40648355.30688211,46377726.19158133,253525,253692,167
raw_chauvenet,11,11,55340529.155945726,53220497.54729601,-2120031.608649716,0.9616911576202024,28099291.08070704,24840647.906510178,246323,245949,-374
raw_chauvenet,11,15,636268658.3022925,267486342.37241703,-368782315.92987543,0.42039842585698095,106908993.64052925,84874173.54470636,253367,242673,-10694
raw_chauvenet,11,19,802152875.5183407,193197298.72572634,-608955576.7926143,0.24084847741882714,88945994.72448426,55164207.241495445,255318,246188,-9130
raw_chauvenet,13,2,545913418.3905231,723495051.0309051,177581632.64038205,1.3252926685039783,89026076.85338254,105368808.31870915,249714,252218,2504
raw_chauvenet,13,7,376127368.752667,128451922.96972416,-247675445.78294283,0.34151176872797917,45038470.061891735,33482513.387051165,259914,255550,-4364
raw_chauvenet,13,13,36513567.542976074,37748818.413433254,1235250.8704571798,1.0338299145654093,8050248.941214904,8357214.519566653,259674,259627,-47
raw_chauvenet,13,18,218158395.58800977,78074510.45331456,-140083885.13469523,0.35787992592665374,43589399.77511531,39495616.95126901,258426,248116,-10310
raw_chauvenet,15,0,57913425.47262784,68070760.20711449,10157334.734486647,1.175388256722742,29511660.316904556,33644214.030035906,248273,250534,2261
raw_chauvenet,15,4,46126541.24284109,48110483.79362408,1983942.5507829934,1.0430108674382974,16463054.692646634,15716266.158368332,254434,256262,1828
raw_chauvenet,15,5,67383864.37814173,67065189.068089336,-318675.31005239487,0.9952707474854208,34254149.833495304,34452617.17639052,249958,250486,528
raw_chauvenet,15,9,709696455.535179,456757987.07436615,-252938468.46081287,0.6435962636024819,121064993.74326937,112737232.49276763,244916,244446,-470
raw_chauvenet,15,10,37384565.87380569,37369381.997199334,-15183.876606352627,0.9995938463841574,8006407.917415287,8067156.212340442,260238,260355,117
raw_chauvenet,15,11,45664716.51989179,43931688.089043714,-1733028.430848077,0.9620488516534826,12453029.574377337,12130101.914612789,259030,259038,8
raw_chauvenet,15,15,40561162.26314354,40707207.762904055,146045.499760516,1.0036006241343143,7870581.550425573,8008266.425781837,260679,260735,56
raw_chauvenet,15,16,69736554.4635662,152319652.95470512,82583098.49113892,2.184215353431096,26263981.274146475,28618048.399458893,252088,259583,7495
raw_chauvenet,15,20,35905414.61049148,35659364.219873495,-246050.39061798155,0.9931472622364292,11629730.091732837,12084753.969907898,255537,255331,-206
raw_chauvenet,16,0,228628825.34294808,226034558.29890844,-2594267.044039637,0.9886529310547426,67696111.01761119,64114485.079741515,252754,246961,-5793
raw_chauvenet,16,4,244698351.41231966,950480683.1996604,705782331.7873408,3.8842954098946465,78594608.42376088,28318363.919195984,244584,25,-244559
raw_chauvenet,16,5,101978306.41688581,58307689.11201298,-43670617.304872826,0.5717656152638191,29926754.675976656,24245126.513472162,253531,247145,-6386
raw_chauvenet,16,16,28640871.274389207,28517986.438350078,-122884.83603912964,0.9957094588756797,10021690.791483454,10025025.144412464,258711,259320,609
raw_chauvenet,18,7,54614957.70134054,62778584.76035454,8163627.059014,1.1494760300585862,31152442.450363338,31809178.74407343,250148,252543,2395
raw_chauvenet,18,13,35805778.44945621,34912980.599294774,-892797.8501614332,0.9750655372170803,12515466.5096668,12703999.336689942,252963,253525,562
raw_chauvenet,19,1,937468343.9639053,170469343.36592233,-766999000.597983,0.1818401063497519,37515568.30021376,37308460.48825418,381,257328,256947
raw_chauvenet,19,10,421187721.4926952,288162803.6342777,-133024917.85841751,0.684167151437902,97796059.45396887,85482232.82482333,250296,250027,-269
raw_chauvenet,19,11,256447359.72729406,98190508.14780223,-158256851.57949182,0.3828875768197339,55063282.47621009,48823401.26299693,256557,247698,-8859
raw_chauvenet,19,19,83013822.36941704,89754339.27128287,6740516.901865825,1.0811975248154466,30155773.02307605,27241743.28506075,247532,248297,765
raw_chauvenet,19,20,285955548.0454666,369135758.7770275,83180210.73156089,1.290885108892293,66653251.634907916,73282797.1039461,251956,255583,3627
raw_chauvenet,20,1,743134357.7760856,724200302.264918,-18934055.511167645,0.9745213563159293,227069720.33651343,239989527.84070024,72608,33978,-38630
raw_chauvenet,20,4,184029140.6074481,721652167.2984515,537623026.6910034,3.92140160474805,68111696.2158072,250877605.34746906,244406,10881,-233525
raw_chauvenet,20,5,64043110.47708221,371148783.22634953,307105672.74926734,5.795296019533044,22042210.700621303,50379604.019587174,245388,256614,11226
raw_chauvenet,20,9,60764155.1044352,743810607.4629864,683046452.3585511,12.240943796299002,35899830.48768516,232182554.75560957,248518,5027,-243491
raw_chauvenet,20,10,560764337.2620504,111252027.9897622,-449512309.2722882,0.1983935507257001,258674758.11769754,41788495.27499542,61,247578,247517
raw_chauvenet,20,15,45203878.10985933,46304929.4328095,1101051.3229501694,1.0243574527007235,18918897.328114267,19631964.585336458,252527,251744,-783
raw_chauvenet,20,16,36172004.63650346,113373455.91928555,77201451.2827821,3.134287332388353,10964510.26082304,11872275.922572216,259344,260786,1442
raw_chauvenet,20,19,35055452.16558844,35102486.02770819,47033.86211974919,1.0013416989145534,5190727.7918914035,5214695.693126935,260974,261013,39
raw_chauvenet,20,20,43824890.00932525,44345093.663603365,520203.65427811444,1.0118700504249394,16233557.227034613,16414096.927837273,251957,252261,304
raw_three_sigma,0,0,202433073.66020134,439092598.2961488,236659524.63594744,2.16907539048287,75354443.76373321,82948327.75545523,242148,248309,6161
