source_file,mode,avg_value,std_value,units,n_valid,row_idx,col_idx
PEGDA01TPO000SiNP_Sam01_S1_P__GrID000_LOC_RC001001-5.00x5.00-Modulus_Backward-251021-CRO.tiff,modulus_export_raw_only,439092598.2961488,82948327.75545523,kPa,248309,0,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID001_LOC_RC001002-5.00x5.00-Modulus_Backward-251021-CRO.tiff,modulus_export_raw_only,239665956.7357143,59830585.62755706,kPa,251530,0,1
PEGDA01TPO000SiNP_Sam01_S1_P__GrID002_LOC_RC001003-5.00x5.00-Modulus_Backward-251020-CRO.tiff,modulus_export_raw_only,218471673.51044297,39448673.3884625,kPa,254447,0,2
PEGDA01TPO000SiNP_Sam01_S1_P__GrID003_LOC_RC001006-5.00x5.00-Modulus_Backward-251022-CRO.tiff,modulus_export_raw_only,186082926.60752907,30463309.367491648,kPa,259388,0,5
PEGDA01TPO000SiNP_Sam01_S1_P__GrID004_LOC_RC001005-5.00x5.00-Modulus_Backward-251022-CRO.tiff,modulus_export_raw_only,38636207.76356273,22975495.25453329,kPa,260116,0,4
PEGDA01TPO000SiNP_Sam01_S1_P__GrID005_LOC_RC001010-5.00x5.00-Modulus_Backward-251027-CRO.tiff,modulus_export_raw_only,796869733.6450185,40164439.685631715,kPa,259442,0,9
PEGDA01TPO000SiNP_Sam01_S1_P__GrID006_LOC_RC001011-5.00x5.00-Modulus_Backward-251027-CRO.tiff,modulus_export_raw_only,413907672.92534906,56019502.21945955,kPa,259236,0,10
