source_file,particle_id,diameter_px,diameter_nm,center_x_nm,center_y_nm,center_x_px,center_y_px,kept,isolated
PEGDA01TPO10SiNPSam02_S2_P__GrID069_LOC_RC016006-5.00x5.00-Z Height_Forward-251002-CRO_f5362d15.tiff,1,78.76862510857002,769.2248545758791,783.7840925123127,343.02033366252823,80.25949107326082,35.12528216704289,0,0
PEGDA01TPO10SiNPSam02_S2_P__GrID069_LOC_RC016006-5.00x5.00-Z Height_Forward-251002-CRO_f5362d15.tiff,2,2.763953195770684,26.991730427448086,1367.1874999999998,8.138020833333332,139.99999999999997,0.8333333333333333,0,0
PEGDA01TPO10SiNPSam02_S2_P__GrID069_LOC_RC016006-5.00x5.00-Z Height_Forward-251002-CRO_f5362d15.tiff,3,52.25991602994521,510.3507424799337,1686.10003277972,507.15918196386946,172.65664335664334,51.933100233100234,1,1
PEGDA01TPO10SiNPSam02_S2_P__GrID069_LOC_RC016006-5.00x5.00-Z Height_Forward-251002-CRO_f5362d15.tiff,4,2.256758334191025,22.03865560733423,1850.5859374999998,7.324218749999999,189.49999999999997,0.7499999999999999,0,0
PEGDA01TPO10SiNPSam02_S2_P__GrID069_LOC_RC016006-5.00x5.00-Z Height_Forward-251002-CRO_f5362d15.tiff,5,22.98683125324351,224.48077395745614,2022.1785579819275,116.58744352409637,207.07108433734936,11.938554216867468,0,0
PEGDA01TPO10SiNPSam02_S2_P__GrID069_LOC_RC016006-5.00x5.00-Z Height_Forward-251002-CRO_f5362d15.tiff,6,16.07692842495848,157.00125414998516,2311.8794258004923,43.94531249999999,236.73645320197042,4.499999999999999,0,0
PEGDA01TPO10SiNPSam02_S2_P__GrID069_LOC_RC016006-5.00x5.00-Z Height_Forward-251002-CRO_f5362d15.tiff,7,18.159544104586082,177.33929789634846,2707.736335666023,48.130580357142854,277.27220077220073,4.928571428571428,0,0
PEGDA01TPO10SiNPSam02_S2_P__GrID069_LOC_RC016006-5.00x5.00-Z Height_Forward-251002-CRO_f5362d15.tiff,8,17.480774889473267,170.71069228001238,3123.453776041666,46.71223958333333,319.8416666666666,4.783333333333333,0,0
PEGDA01TPO10SiNPSam02_S2_P__GrID069_LOC_RC016006-5.00x5.00-Z Height_Forward-251002-CRO_f5362d15.tiff,9,1.9544100476116797,19.08603562120781,3276.3671875,4.8828125,335.5,0.5,0,0
PEGDA01TPO10SiNPSam02_S2_P__GrID069_LOC_RC016006-5.00x5.00-Z Height_Forward-251002-CRO_f5362d15.tiff,10,68.51594122128473,669.1009884891088,4021.5079481116086,302.1609391951451,411.8024138866287,30.941280173582857,0,0
PEGDA01TPO10SiNPSam02_S2_P__GrID069_LOC_RC016006-5.00x5.00-Z Height_Forward-251002-CRO_f5362d15.tiff,11,3.385137501286538,33.057983411001345,3980.5772569444434,10.308159722222221,407.61111111111103,1.0555555555555556,0,0
PEGDA01TPO10SiNPSam02_S2_P__GrID069_LOC_RC016006-5.00x5.00-Z Height_Forward-251002-CRO_f5362d15.tiff,12,8.593479713983122,83.92070033186643,4191.473599137931,23.90894396551724,429.2068965517241,2.4482758620689653,0,0
PEGDA01TPO10SiNPSam02_S2_P__GrID069_LOC_RC016006-5.00x5.00-Z Height_Forward-251002-CRO_f5362d15.tiff,13,12.205286835384658,119.1922542518033,4365.359575320513,84.17634882478632,447.0128205128205,8.61965811965812,0,0
PEGDA01TPO10SiNPSam02_S2_P__GrID069_LOC_RC016006-5.00x5.00-Z Height_Forward-251002-CRO_f5362d15.tiff,14,22.623931952327283,220.93683547194613,4710.893773320895,63.74378109452736,482.39552238805965,6.527363184079602,0,0
PEGDA01TPO10SiNPSam02_S2_P__GrID069_LOC_RC016006-5.00x5.00-Z Height_Forward-251002-CRO_f5362d15.tiff,15,27.19838553096727,265.60923370085226,2379.40881830895,269.2102113812392,243.65146299483646,27.567125645438896,0,0
PEGDA01TPO10SiNPSam02_S2_P__GrID069_LOC_RC016006-5.00x5.00-Z Height_Forward-251002-CRO_f5362d15.tiff,16,2.985410660720923,29.154400983602766,2606.7243303571427,148.57700892857142,266.9285714285714,15.214285714285714,0,0
PEGDA01TPO10SiNPSam02_S2_P__GrID069_LOC_RC016006-5.00x5.00-Z Height_Forward-251002-CRO_f5362d15.tiff,17,13.911592676604096,135.85539723246188,3165.668688322368,206.29882812499997,324.16447368421046,21.124999999999996,0,0
PEGDA01TPO10SiNPSam02_S2_P__GrID069_LOC_RC016006-5.00x5.00-Z Height_Forward-251002-CRO_f5362d15.tiff,18,13.061933202803933,127.55794143363217,4917.429454291044,238.0917677238806,503.5447761194029,24.38059701492537,0,0
PEGDA01TPO10SiNPSam02_S2_P__GrID069_LOC_RC016006-5.00x5.00-Z Height_Forward-251002-CRO_f5362d15.tiff,19,7.978845608028654,77.91841414090483,4709.1796875,204.296875,482.22,20.92,0,0
PEGDA01TPO10SiNPSam02_S2_P__GrID069_LOC_RC016006-5.00x5.00-Z Height_Forward-251002-CRO_f5362d15.tiff,20,3.9088200952233594,38.17207124241562,1405.4361979166665,208.33333333333331,143.91666666666666,21.333333333333332,0,0
