source_file,channel,direction,grid_id,date_code,mode,metric_type,avg_value,std_value,units,n_valid,row_idx,col_idx
PEGDA01TPO000SiNP_Sam01_S1_P__GrID010_LOC_RC001020-5.00x5.00-Modulus_Backward-251027-CRO_5ee6b084.tiff,Modulus,Backward,10,251027,modulus_raw_chauvenet,modulus,65322859.00451568,24170639.527571905,kPa,252090,0,19
PEGDA01TPO000SiNP_Sam01_S1_P__GrID011_LOC_RC001021-5.00x5.00-Modulus_Backward-251027-CRO_1a1d5848.tiff,Modulus,Backward,11,251027,modulus_raw_chauvenet,modulus,570033400.9100715,274411962.40394616,kPa,1534,0,20
PEGDA01TPO000SiNP_Sam01_S1_P__GrID012_LOC_RC002001-5.00x5.00-Modulus_Backward-251028-CRO_f9f6e61c.tiff,Modulus,Backward,12,251028,modulus_raw_chauvenet,modulus,37548540.477793634,6458884.344050069,kPa,261012,1,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID013_LOC_RC002002-5.00x5.00-Modulus_Backward-251028-CRO_b5c1a689.tiff,Modulus,Backward,13,251028,modulus_raw_chauvenet,modulus,68268783.94574115,28433257.308057837,kPa,245194,1,1
PEGDA01TPO000SiNP_Sam01_S1_P__GrID014_LOC_RC002010-5.00x5.00-Modulus_Backward-251028-CRO_c47e5654.tiff,Modulus,Backward,14,251028,modulus_raw_chauvenet,modulus,678086623.7961329,261195582.7540163,kPa,42121,1,9
PEGDA01TPO000SiNP_Sam01_S1_P__GrID015_LOC_RC002011-5.00x5.00-Modulus_Backward-251028-CRO_baeefa9a.tiff,Modulus,Backward,15,251028,modulus_raw_chauvenet,modulus,37515871.995608725,9031042.246023005,kPa,260176,1,10
PEGDA01TPO000SiNP_Sam01_S1_P__GrID016_LOC_RC002012-5.00x5.00-Modulus_Backward-251028-CRO_04074076.tiff,Modulus,Backward,16,251028,modulus_raw_chauvenet,modulus,49337197.441498086,17231258.50398979,kPa,251317,1,11
PEGDA01TPO000SiNP_Sam01_S1_P__GrID017_LOC_RC002020-5.00x5.00-Modulus_Backward-251028-CRO_622c386a.tiff,Modulus,Backward,17,251028,modulus_raw_chauvenet,modulus,41308884.05236866,13907404.894029597,kPa,257326,1,19
PEGDA01TPO000SiNP_Sam01_S1_P__GrID018_LOC_RC002021-5.00x5.00-Modulus_Backward-251028-CRO_dc455bee.tiff,Modulus,Backward,18,251028,modulus_raw_chauvenet,modulus,33019636.11102025,6244923.46603747,kPa,260697,1,20
PEGDA01TPO000SiNP_Sam01_S1_P__GrID019_LOC_RC003008-5.00x5.00-Modulus_Backward-251028-CRO_1253b746.tiff,Modulus,Backward,19,251028,modulus_raw_chauvenet,modulus,nan,nan,kPa,0,2,7
PEGDA01TPO000SiNP_Sam01_S1_P__GrID020_LOC_RC003014-5.00x5.00-Modulus_Backward-251028-CRO_5e8cfd64.tiff,Modulus,Backward,20,251028,modulus_raw_chauvenet,modulus,132109418.20656186,59236332.12775381,kPa,245312,2,13
PEGDA01TPO000SiNP_Sam01_S1_P__GrID021_LOC_RC005001-5.00x5.00-Modulus_Backward-251028-CRO_b62dc46b.tiff,Modulus,Backward,21,251028,modulus_raw_chauvenet,modulus,65033159.3096277,30017164.270893,kPa,249839,4,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID022_LOC_RC005005-5.00x5.00-Modulus_Backward-251028-CRO_197891c8.tiff,Modulus,Backward,22,251028,modulus_raw_chauvenet,modulus,176770301.2278458,63943111.58540424,kPa,248307,4,4
PEGDA01TPO000SiNP_Sam01_S1_P__GrID023_LOC_RC005006-5.00x5.00-Modulus_Backward-251028-CRO_211fd865.tiff,Modulus,Backward,23,251028,modulus_raw_chauvenet,modulus,nan,nan,kPa,0,4,5
PEGDA01TPO000SiNP_Sam01_S1_P__GrID024_LOC_RC005016-5.00x5.00-Modulus_Backward-251028-CRO_6ccfa220.tiff,Modulus,Backward,24,251028,modulus_raw_chauvenet,modulus,34420786.04939372,7080105.752172671,kPa,259673,4,15
PEGDA01TPO000SiNP_Sam01_S1_P__GrID025_LOC_RC005017-5.00x5.00-Modulus_Backward-251029-CRO_0147ead6.tiff,Modulus,Backward,25,251029,modulus_raw_chauvenet,modulus,177351513.9311888,40953207.003138155,kPa,253320,4,16
PEGDA01TPO000SiNP_Sam01_S1_P__GrID026_LOC_RC006001-5.00x5.00-Modulus_Backward-251029-CRO_c5d55fbc.tiff,Modulus,Backward,26,251029,modulus_raw_chauvenet,modulus,446090640.37453973,80254546.47678769,kPa,256571,5,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID027_LOC_RC006005-5.00x5.00-Modulus_Backward-251029-CRO_f225bd9c.tiff,Modulus,Backward,27,251029,modulus_raw_chauvenet,modulus,108810130.2174212,52872948.64385101,kPa,244851,5,4
PEGDA01TPO000SiNP_Sam01_S1_P__GrID028_LOC_RC006006-5.00x5.00-Modulus_Backward-251029-CRO_8fc9e36d.tiff,Modulus,Backward,28,251029,modulus_raw_chauvenet,modulus,632385743.43312,247790369.61740246,kPa,7875,5,5
PEGDA01TPO000SiNP_Sam01_S1_P__GrID029_LOC_RC006010-5.00x5.00-Modulus_Backward-251029-CRO_d0566188.tiff,Modulus,Backward,29,251029,modulus_raw_chauvenet,modulus,93444822.65184522,41113592.81907051,kPa,248190,5,9
PEGDA01TPO000SiNP_Sam01_S1_P__GrID030_LOC_RC006011-5.00x5.00-Modulus_Backward-251029-CRO_238ec1b5.tiff,Modulus,Backward,30,251029,modulus_raw_chauvenet,modulus,60374477.50520702,23575908.47543436,kPa,252911,5,10
PEGDA01TPO000SiNP_Sam01_S1_P__GrID031_LOC_RC006012-5.00x5.00-Modulus_Backward-251029-CRO_c4ebe72d.tiff,Modulus,Backward,31,251029,modulus_raw_chauvenet,modulus,45896392.23555704,20957931.589310553,kPa,250347,5,11
PEGDA01TPO000SiNP_Sam01_S1_P__GrID032_LOC_RC006016-5.00x5.00-Modulus_Backward-251029-CRO_fa75bd50.tiff,Modulus,Backward,32,251029,modulus_raw_chauvenet,modulus,45709653.82303059,17834365.64288275,kPa,253926,5,15
PEGDA01TPO000SiNP_Sam01_S1_P__GrID033_LOC_RC006017-5.00x5.00-Modulus_Backward-251029-CRO_8928b090.tiff,Modulus,Backward,33,251029,modulus_raw_chauvenet,modulus,39951412.399206884,14353876.119682984,kPa,256271,5,16
PEGDA01TPO000SiNP_Sam01_S1_P__GrID034_LOC_RC006021-5.00x5.00-Modulus_Backward-251029-CRO_5d1db617.tiff,Modulus,Backward,34,251029,modulus_raw_chauvenet,modulus,44316535.80107583,15144013.797605436,kPa,254654,5,20
PEGDA01TPO000SiNP_Sam01_S1_P__GrID035_LOC_RC007003-5.00x5.00-Modulus_Backward-251029-CRO_898e3fc2.tiff,Modulus,Backward,35,251029,modulus_raw_chauvenet,modulus,722811158.0420609,95605428.71809919,kPa,253303,6,2
PEGDA01TPO000SiNP_Sam01_S1_P__GrID036_LOC_RC007021-5.00x5.00-Modulus_Backward-251029-CRO_6f7fed9d.tiff,Modulus,Backward,36,251029,modulus_raw_chauvenet,modulus,530722057.7984967,266456175.5111728,kPa,361,6,20
PEGDA01TPO000SiNP_Sam01_S1_P__GrID037_LOC_RC008008-5.00x5.00-Modulus_Backward-251030-CRO_93fac9b5.tiff,Modulus,Backward,37,251030,modulus_raw_chauvenet,modulus,370717333.630801,100709064.59687555,kPa,239929,7,7
PEGDA01TPO000SiNP_Sam01_S1_P__GrID038_LOC_RC008014-5.00x5.00-Modulus_Backward-251030-CRO_9c5f55c3.tiff,Modulus,Backward,38,251030,modulus_raw_chauvenet,modulus,199654144.34374928,44975208.6871812,kPa,240742,7,13
PEGDA01TPO000SiNP_Sam01_S1_P__GrID039_LOC_RC008019-5.00x5.00-Modulus_Backward-251030-CRO_797a422a.tiff,Modulus,Backward,39,251030,modulus_raw_chauvenet,modulus,nan,nan,kPa,0,7,18
PEGDA01TPO000SiNP_Sam01_S1_P__GrID040_LOC_RC010001-5.00x5.00-Modulus_Backward-251030-CRO_0aca7b9f.tiff,Modulus,Backward,40,251030,modulus_raw_chauvenet,modulus,453728113.79328686,81536709.68122204,kPa,252221,9,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID041_LOC_RC010002-5.00x5.00-Modulus_Backward-251030-CRO_9564d462.tiff,Modulus,Backward,41,251030,modulus_raw_chauvenet,modulus,47617164.98841826,22753715.411004577,kPa,254419,9,1
PEGDA01TPO000SiNP_Sam01_S1_P__GrID042_LOC_RC010006-5.00x5.00-Modulus_Backward-251030-CRO_1f2056b1.tiff,Modulus,Backward,42,251030,modulus_raw_chauvenet,modulus,47628855.488287956,11164986.203319522,kPa,258509,9,5
PEGDA01TPO000SiNP_Sam01_S1_P__GrID043_LOC_RC010010-5.00x5.00-Modulus_Backward-251030-CRO_7b0f35d6.tiff,Modulus,Backward,43,251030,modulus_raw_chauvenet,modulus,38525555.46736768,13067288.20369325,kPa,257371,9,9
PEGDA01TPO000SiNP_Sam01_S1_P__GrID044_LOC_RC010011-5.00x5.00-Modulus_Backward-251030-CRO_47d42e1c.tiff,Modulus,Backward,44,251030,modulus_raw_chauvenet,modulus,121286806.94871849,31489214.06125977,kPa,254994,9,10
PEGDA01TPO000SiNP_Sam01_S1_P__GrID045_LOC_RC010012-5.00x5.00-Modulus_Backward-251030-CRO_4f9d30ad.tiff,Modulus,Backward,45,251030,modulus_raw_chauvenet,modulus,nan,nan,kPa,0,9,11
PEGDA01TPO000SiNP_Sam01_S1_P__GrID046_LOC_RC010016-5.00x5.00-Modulus_Backward-251030-CRO_de9fea9a.tiff,Modulus,Backward,46,251030,modulus_raw_chauvenet,modulus,52207100.475004315,27026954.232457973,kPa,245710,9,15
PEGDA01TPO000SiNP_Sam01_S1_P__GrID047_LOC_RC010020-5.00x5.00-Modulus_Backward-251030-CRO_e815be7f.tiff,Modulus,Backward,47,251030,modulus_raw_chauvenet,modulus,46733657.41565096,18273324.278066657,kPa,253367,9,19
PEGDA01TPO000SiNP_Sam01_S1_P__GrID048_LOC_RC010021-5.00x5.00-Modulus_Backward-251030-CRO_d7300cdb.tiff,Modulus,Backward,48,251030,modulus_raw_chauvenet,modulus,56888752.10702724,18357485.663063817,kPa,253198,9,20
PEGDA01TPO000SiNP_Sam01_S1_P__GrID049_LOC_RC011001-5.00x5.00-Modulus_Backward-251030-CRO_d87f86f9.tiff,Modulus,Backward,49,251030,modulus_raw_chauvenet,modulus,532387621.7580206,71454291.91110222,kPa,257268,10,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID050_LOC_RC011002-5.00x5.00-Modulus_Backward-251031-CRO_dc9866b7.tiff,Modulus,Backward,50,251031,modulus_raw_chauvenet,modulus,527835598.62036383,74830662.04283535,kPa,256840,10,1
PEGDA01TPO000SiNP_Sam01_S1_P__GrID051_LOC_RC011006-5.00x5.00-Modulus_Backward-251031-CRO_49ccf70c.tiff,Modulus,Backward,51,251031,modulus_raw_chauvenet,modulus,33644376.0182693,7112274.381668843,kPa,258755,10,5
PEGDA01TPO000SiNP_Sam01_S1_P__GrID052_LOC_RC011010-5.00x5.00-Modulus_Backward-251031-CRO_685b799b.tiff,Modulus,Backward,52,251031,modulus_raw_chauvenet,modulus,209945123.54650772,50235262.07360867,kPa,244387,10,9
PEGDA01TPO000SiNP_Sam01_S1_P__GrID053_LOC_RC011011-5.00x5.00-Modulus_Backward-251031-CRO_455aa989.tiff,Modulus,Backward,53,251031,modulus_raw_chauvenet,modulus,143140396.9667018,45429885.23759165,kPa,243956,10,10
PEGDA01TPO000SiNP_Sam01_S1_P__GrID054_LOC_RC011012-5.00x5.00-Modulus_Backward-251031-CRO_dcea5ca1.tiff,Modulus,Backward,54,251031,modulus_raw_chauvenet,modulus,113871537.03574342,53427896.91439634,kPa,246449,10,11
PEGDA01TPO000SiNP_Sam01_S1_P__GrID055_LOC_RC011016-5.00x5.00-Modulus_Backward-251031-CRO_7b1d54b1.tiff,Modulus,Backward,55,251031,modulus_raw_chauvenet,modulus,32976953.45798428,5801433.7279468225,kPa,260155,10,15
PEGDA01TPO000SiNP_Sam01_S1_P__GrID056_LOC_RC011020-5.00x5.00-Modulus_Backward-251031-CRO_94169c24.tiff,Modulus,Backward,56,251031,modulus_raw_chauvenet,modulus,46448784.96828811,19450253.70357052,kPa,250595,10,19
PEGDA01TPO000SiNP_Sam01_S1_P__GrID057_LOC_RC011021-5.00x5.00-Modulus_Backward-251031-CRO_75498239.tiff,Modulus,Backward,57,251031,modulus_raw_chauvenet,modulus,46308844.334414035,12178430.403805576,kPa,258208,10,20
PEGDA01TPO000SiNP_Sam01_S1_P__GrID058_LOC_RC012001-5.00x5.00-Modulus_Backward-251031-CRO_ce88c88f.tiff,Modulus,Backward,58,251031,modulus_raw_chauvenet,modulus,289715884.51894635,43982328.73079575,kPa,255923,11,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID059_LOC_RC012002-5.00x5.00-Modulus_Backward-251031-CRO_2e458130.tiff,Modulus,Backward,59,251031,modulus_raw_chauvenet,modulus,36580816.465980165,7627141.753504697,kPa,258869,11,1
PEGDA01TPO000SiNP_Sam01_S1_P__GrID060_LOC_RC012006-5.00x5.00-Modulus_Backward-251031-CRO_10276a16.tiff,Modulus,Backward,60,251031,modulus_raw_chauvenet,modulus,290811106.8938819,88718064.27762432,kPa,247805,11,5
PEGDA01TPO000SiNP_Sam01_S1_P__GrID061_LOC_RC012010-5.00x5.00-Modulus_Backward-251031-CRO_300a166c.tiff,Modulus,Backward,61,251031,modulus_raw_chauvenet,modulus,836125476.3006223,107914060.28999335,kPa,253381,11,9
PEGDA01TPO000SiNP_Sam01_S1_P__GrID062_LOC_RC012011-5.00x5.00-Modulus_Backward-251031-CRO_70589138.tiff,Modulus,Backward,62,251031,modulus_raw_chauvenet,modulus,143208769.97496876,46377726.19158133,kPa,253692,11,10
PEGDA01TPO000SiNP_Sam01_S1_P__GrID063_LOC_RC012012-5.00x5.00-Modulus_Backward-251101-CRO_3ea84ce5.tiff,Modulus,Backward,63,251101,modulus_raw_chauvenet,modulus,53220497.54729601,24840647.906510178,kPa,245949,11,11
PEGDA01TPO000SiNP_Sam01_S1_P__GrID064_LOC_RC012016-5.00x5.00-Modulus_Backward-251101-CRO_f392dff8.tiff,Modulus,Backward,64,251101,modulus_raw_chauvenet,modulus,267486342.37241703,84874173.54470636,kPa,242673,11,15
PEGDA01TPO000SiNP_Sam01_S1_P__GrID065_LOC_RC012020-5.00x5.00-Modulus_Backward-251101-CRO_0a7fad5a.tiff,Modulus,Backward,65,251101,modulus_raw_chauvenet,modulus,193197298.72572634,55164207.241495445,kPa,246188,11,19
PEGDA01TPO000SiNP_Sam01_S1_P__GrID066_LOC_RC012021-5.00x5.00-Modulus_Backward-251101-CRO_db24f799.tiff,Modulus,Backward,66,251101,modulus_raw_chauvenet,modulus,nan,nan,kPa,0,11,20
PEGDA01TPO000SiNP_Sam01_S1_P__GrID067_LOC_RC014003-5.00x5.00-Modulus_Backward-251101-CRO_7075b21b.tiff,Modulus,Backward,67,251101,modulus_raw_chauvenet,modulus,723495051.0309051,105368808.31870915,kPa,252218,13,2
PEGDA01TPO000SiNP_Sam01_S1_P__GrID068_LOC_RC014008-5.00x5.00-Modulus_Backward-251101-CRO_c3cea234.tiff,Modulus,Backward,68,251101,modulus_raw_chauvenet,modulus,128451922.96972416,33482513.387051165,kPa,255550,13,7
PEGDA01TPO000SiNP_Sam01_S1_P__GrID069_LOC_RC014014-5.00x5.00-Modulus_Backward-251101-CRO_d47b1701.tiff,Modulus,Backward,69,251101,modulus_raw_chauvenet,modulus,37748818.413433254,8357214.519566653,kPa,259627,13,13
PEGDA01TPO000SiNP_Sam01_S1_P__GrID070_LOC_RC014019-5.00x5.00-Modulus_Backward-251101-CRO_3965c473.tiff,Modulus,Backward,70,251101,modulus_raw_chauvenet,modulus,78074510.45331456,39495616.95126901,kPa,248116,13,18
PEGDA01TPO000SiNP_Sam01_S1_P__GrID071_LOC_RC016001-5.00x5.00-Modulus_Backward-251101-CRO_fff4ad04.tiff,Modulus,Backward,71,251101,modulus_raw_chauvenet,modulus,68070760.20711449,33644214.030035906,kPa,250534,15,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID072_LOC_RC016005-5.00x5.00-Modulus_Backward-251101-CRO_d553c811.tiff,Modulus,Backward,72,251101,modulus_raw_chauvenet,modulus,48110483.79362408,15716266.158368332,kPa,256262,15,4
PEGDA01TPO000SiNP_Sam01_S1_P__GrID073_LOC_RC016006-5.00x5.00-Modulus_Backward-251101-CRO_127ea445.tiff,Modulus,Backward,73,251101,modulus_raw_chauvenet,modulus,67065189.068089336,34452617.17639052,kPa,250486,15,5
PEGDA01TPO000SiNP_Sam01_S1_P__GrID074_LOC_RC016010-5.00x5.00-Modulus_Backward-251101-CRO_a0c9fbee.tiff,Modulus,Backward,74,251101,modulus_raw_chauvenet,modulus,456757987.07436615,112737232.49276763,kPa,244446,15,9
PEGDA01TPO000SiNP_Sam01_S1_P__GrID075_LOC_RC016011-5.00x5.00-Modulus_Backward-251101-CRO_d1009cff.tiff,Modulus,Backward,75,251101,modulus_raw_chauvenet,modulus,37369381.997199334,8067156.212340442,kPa,260355,15,10
PEGDA01TPO000SiNP_Sam01_S1_P__GrID076_LOC_RC016012-5.00x5.00-Modulus_Backward-251102-CRO_be40d91a.tiff,Modulus,Backward,76,251102,modulus_raw_chauvenet,modulus,43931688.089043714,12130101.914612789,kPa,259038,15,11
PEGDA01TPO000SiNP_Sam01_S1_P__GrID077_LOC_RC016016-5.00x5.00-Modulus_Backward-251102-CRO_3634df40.tiff,Modulus,Backward,77,251102,modulus_raw_chauvenet,modulus,40707207.762904055,8008266.425781837,kPa,260735,15,15
PEGDA01TPO000SiNP_Sam01_S1_P__GrID078_LOC_RC016017-5.00x5.00-Modulus_Backward-251102-CRO_91b19784.tiff,Modulus,Backward,78,251102,modulus_raw_chauvenet,modulus,152319652.95470512,28618048.399458893,kPa,259583,15,16
PEGDA01TPO000SiNP_Sam01_S1_P__GrID079_LOC_RC016021-5.00x5.00-Modulus_Backward-251102-CRO_8280eede.tiff,Modulus,Backward,79,251102,modulus_raw_chauvenet,modulus,35659364.219873495,12084753.969907898,kPa,255331,15,20
PEGDA01TPO000SiNP_Sam01_S1_P__GrID080_LOC_RC017001-5.00x5.00-Modulus_Backward-251102-CRO_18ee99bd.tiff,Modulus,Backward,80,251102,modulus_raw_chauvenet,modulus,226034558.29890844,64114485.079741515,kPa,246961,16,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID081_LOC_RC017005-5.00x5.00-Modulus_Backward-251102-CRO_0f2f14a7.tiff,Modulus,Backward,81,251102,modulus_raw_chauvenet,modulus,950480683.1996604,28318363.919195984,kPa,25,16,4
PEGDA01TPO000SiNP_Sam01_S1_P__GrID082_LOC_RC017006-5.00x5.00-Modulus_Backward-251102-CRO_6646514c.tiff,Modulus,Backward,82,251102,modulus_raw_chauvenet,modulus,58307689.11201298,24245126.513472162,kPa,247145,16,5
PEGDA01TPO000SiNP_Sam01_S1_P__GrID083_LOC_RC017016-5.00x5.00-Modulus_Backward-251102-CRO_97bc69ab.tiff,Modulus,Backward,83,251102,modulus_raw_chauvenet,modulus,623216580.1620456,94543044.6863165,kPa,256466,16,15
PEGDA01TPO000SiNP_Sam01_S1_P__GrID084_LOC_RC017017-5.00x5.00-Modulus_Backward-251102-CRO_fde8ffd4.tiff,Modulus,Backward,84,251102,modulus_raw_chauvenet,modulus,28517986.438350078,10025025.144412464,kPa,259320,16,16
PEGDA01TPO000SiNP_Sam01_S1_P__GrID085_LOC_RC017021-5.00x5.00-Modulus_Backward-251102-CRO_0cd31c1b.tiff,Modulus,Backward,85,251102,modulus_raw_chauvenet,modulus,135108984.28904858,45028443.29010397,kPa,250922,16,20
PEGDA01TPO000SiNP_Sam01_S1_P__GrID086_LOC_RC019008-5.00x5.00-Modulus_Backward-251102-CRO_01de43bd.tiff,Modulus,Backward,86,251102,modulus_raw_chauvenet,modulus,62778584.76035454,31809178.74407343,kPa,252543,18,7
PEGDA01TPO000SiNP_Sam01_S1_P__GrID087_LOC_RC019014-5.00x5.00-Modulus_Backward-251102-CRO_d5cfba62.tiff,Modulus,Backward,87,251102,modulus_raw_chauvenet,modulus,34912980.599294774,12703999.336689942,kPa,253525,18,13
PEGDA01TPO000SiNP_Sam01_S1_P__GrID088_LOC_RC020001-5.00x5.00-Modulus_Backward-251102-CRO_230075e7.tiff,Modulus,Backward,88,251102,modulus_raw_chauvenet,modulus,817657438.3750927,210074386.58504736,kPa,67036,19,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID089_LOC_RC020002-5.00x5.00-Modulus_Backward-251102-CRO_db04b8f4.tiff,Modulus,Backward,89,251102,modulus_raw_chauvenet,modulus,170469343.36592233,37308460.48825418,kPa,257328,19,1
PEGDA01TPO000SiNP_Sam01_S1_P__GrID090_LOC_RC020010-5.00x5.00-Modulus_Backward-251103-CRO_fa35efcd.tiff,Modulus,Backward,90,251103,modulus_raw_chauvenet,modulus,nan,nan,kPa,0,19,9
PEGDA01TPO000SiNP_Sam01_S1_P__GrID091_LOC_RC020011-5.00x5.00-Modulus_Backward-251103-CRO_d9f042dd.tiff,Modulus,Backward,91,251103,modulus_raw_chauvenet,modulus,288162803.6342777,85482232.82482333,kPa,250027,19,10
PEGDA01TPO000SiNP_Sam01_S1_P__GrID092_LOC_RC020012-5.00x5.00-Modulus_Backward-251103-CRO_edff3c04.tiff,Modulus,Backward,92,251103,modulus_raw_chauvenet,modulus,98190508.14780223,48823401.26299693,kPa,247698,19,11
PEGDA01TPO000SiNP_Sam01_S1_P__GrID093_LOC_RC020020-5.00x5.00-Modulus_Backward-251103-CRO_43b5d981.tiff,Modulus,Backward,93,251103,modulus_raw_chauvenet,modulus,89754339.27128287,27241743.28506075,kPa,248297,19,19
PEGDA01TPO000SiNP_Sam01_S1_P__GrID094_LOC_RC020021-5.00x5.00-Modulus_Backward-251103-CRO_f999aea1.tiff,Modulus,Backward,94,251103,modulus_raw_chauvenet,modulus,369135758.7770275,73282797.1039461,kPa,255583,19,20
PEGDA01TPO000SiNP_Sam01_S1_P__GrID095_LOC_RC021001-5.00x5.00-Modulus_Backward-251103-CRO_3886dac5.tiff,Modulus,Backward,95,251103,modulus_raw_chauvenet,modulus,nan,nan,kPa,0,20,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID096_LOC_RC021002-5.00x5.00-Modulus_Backward-251103-CRO_7910925f.tiff,Modulus,Backward,96,251103,modulus_raw_chauvenet,modulus,724200302.264918,239989527.84070024,kPa,33978,20,1
PEGDA01TPO000SiNP_Sam01_S1_P__GrID097_LOC_RC021005-5.00x5.00-Modulus_Backward-251103-CRO_977d0d19.tiff,Modulus,Backward,97,251103,modulus_raw_chauvenet,modulus,721652167.2984515,250877605.34746906,kPa,10881,20,4
PEGDA01TPO000SiNP_Sam01_S1_P__GrID098_LOC_RC021006-5.00x5.00-Modulus_Backward-251103-CRO_224461c7.tiff,Modulus,Backward,98,251103,modulus_raw_chauvenet,modulus,371148783.22634953,50379604.019587174,kPa,256614,20,5
PEGDA01TPO000SiNP_Sam01_S1_P__GrID099_LOC_RC021010-5.00x5.00-Modulus_Backward-251103-CRO_7968f355.tiff,Modulus,Backward,99,251103,modulus_raw_chauvenet,modulus,743810607.4629864,232182554.75560957,kPa,5027,20,9
PEGDA01TPO000SiNP_Sam01_S1_P__GrID100_LOC_RC021011-5.00x5.00-Modulus_Backward-251103-CRO_48a14019.tiff,Modulus,Backward,100,251103,modulus_raw_chauvenet,modulus,111252027.9897622,41788495.27499542,kPa,247578,20,10
PEGDA01TPO000SiNP_Sam01_S1_P__GrID101_LOC_RC021012-5.00x5.00-Modulus_Backward-251103-CRO_736e0c21.tiff,Modulus,Backward,101,251103,modulus_raw_chauvenet,modulus,357406567.14974815,79022674.53020477,kPa,250517,20,11
PEGDA01TPO000SiNP_Sam01_S1_P__GrID102_LOC_RC021016-5.00x5.00-Modulus_Backward-251103-CRO_02c0dbcb.tiff,Modulus,Backward,102,251103,modulus_raw_chauvenet,modulus,46304929.4328095,19631964.585336458,kPa,251744,20,15
PEGDA01TPO000SiNP_Sam01_S1_P__GrID103_LOC_RC021017-5.00x5.00-Modulus_Backward-251104-CRO_fa16fa19.tiff,Modulus,Backward,103,251104,modulus_raw_chauvenet,modulus,113373455.91928555,11872275.922572216,kPa,260786,20,16
PEGDA01TPO000SiNP_Sam01_S1_P__GrID104_LOC_RC021020-5.00x5.00-Modulus_Backward-251104-CRO_ef9cdeea.tiff,Modulus,Backward,104,251104,modulus_raw_chauvenet,modulus,35102486.02770819,5214695.693126935,kPa,261013,20,19
