source_file,method,avg_value,std_value,n_valid,units,avg_baseline,std_baseline,n_valid_baseline,delta_avg,delta_std,delta_n_valid
PEGDA01TPO000SiNP_Sam01_S1_P__GrID012_LOC_RC002001-5.00x5.00-Modulus_Backward-251028-CRO_f9f6e61c.tiff,backward_methods,37864292.9650147,8514277.238804882,262142,kPa,37864292.965015434,8514277.238804698,262142,-7.301568984985352e-07,1.8440186977386475e-07,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID013_LOC_RC002002-5.00x5.00-Modulus_Backward-251028-CRO_b5c1a689.tiff,backward_methods,69020025.41359068,35867391.277729966,245494,kPa,69247803.52144204,40859043.88024975,245494,-227778.10785135627,-4991652.602519788,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID014_LOC_RC002010-5.00x5.00-Modulus_Backward-251028-CRO_c47e5654.tiff,backward_methods,678086623.7961329,261195582.7540163,42121,kPa,1174970045.3414779,641487426.2698466,42121,-496883421.54534495,-380291843.5158303,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID015_LOC_RC002011-5.00x5.00-Modulus_Backward-251028-CRO_baeefa9a.tiff,backward_methods,37946921.486757405,12287451.02047711,261061,kPa,37946921.48675707,12287451.020476932,261061,3.3527612686157227e-07,1.7881393432617188e-07,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID016_LOC_RC002012-5.00x5.00-Modulus_Backward-251028-CRO_04074076.tiff,backward_methods,50610312.641472965,27171371.343710903,252414,kPa,50729727.336910695,30030187.04421712,252414,-119414.69543772936,-2858815.700506218,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID017_LOC_RC002020-5.00x5.00-Modulus_Backward-251028-CRO_622c386a.tiff,backward_methods,42101011.17684557,18681437.515403036,258588,kPa,42124396.97058869,19605609.48839984,258588,-23385.793743118644,-924171.9729968049,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID018_LOC_RC002021-5.00x5.00-Modulus_Backward-251028-CRO_dc455bee.tiff,backward_methods,33306819.168277405,7468969.232504233,262144,kPa,33306819.16827648,7468969.232504184,262144,9.238719940185547e-07,4.842877388000488e-08,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID019_LOC_RC003008-5.00x5.00-Modulus_Backward-251028-CRO_1253b746.tiff,backward_methods,,,0,kPa,,,0,,,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID020_LOC_RC003014-5.00x5.00-Modulus_Backward-251028-CRO_5e8cfd64.tiff,backward_methods,132470466.94421797,61653355.902159914,245421,kPa,133627427.86891407,76245267.74666539,245421,-1156960.9246961027,-14591911.844505474,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID021_LOC_RC005001-5.00x5.00-Modulus_Backward-251028-CRO_b62dc46b.tiff,backward_methods,66808738.552984655,42142635.058508135,250852,kPa,67144538.40755445,47321694.244171955,250852,-335799.85456979275,-5179059.185663819,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID022_LOC_RC005005-5.00x5.00-Modulus_Backward-251028-CRO_197891c8.tiff,backward_methods,176770301.2278458,63943111.58540424,248307,kPa,178463466.26605657,84884338.66493239,248307,-1693165.0382107794,-20941227.079528145,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID023_LOC_RC005006-5.00x5.00-Modulus_Backward-251028-CRO_211fd865.tiff,backward_methods,,,0,kPa,,,0,,,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID024_LOC_RC005016-5.00x5.00-Modulus_Backward-251028-CRO_6ccfa220.tiff,backward_methods,35165645.59605475,10703474.540712535,262139,kPa,35165645.59605502,10703474.540712407,262139,-2.7567148208618164e-07,1.2852251529693604e-07,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID025_LOC_RC005017-5.00x5.00-Modulus_Backward-251029-CRO_0147ead6.tiff,backward_methods,177919907.68795994,44730590.588940255,253580,kPa,178326138.67893875,51383655.54375611,253580,-406230.9909788072,-6653064.954815857,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID026_LOC_RC006001-5.00x5.00-Modulus_Backward-251029-CRO_c5d55fbc.tiff,backward_methods,446090640.37453973,80254546.47678769,256571,kPa,448910290.9971384,109511444.21195766,256571,-2819650.622598648,-29256897.735169977,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID027_LOC_RC006005-5.00x5.00-Modulus_Backward-251029-CRO_f225bd9c.tiff,backward_methods,108810130.2174212,52872948.64385101,244851,kPa,110643482.84215587,82066380.52036366,244851,-1833352.62473467,-29193431.876512647,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID028_LOC_RC006006-5.00x5.00-Modulus_Backward-251029-CRO_8fc9e36d.tiff,backward_methods,632385743.43312,247790369.61740246,7875,kPa,1248730986.3791668,135752613.98870498,7875,-616345242.9460468,112037755.62869748,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID029_LOC_RC006010-5.00x5.00-Modulus_Backward-251029-CRO_d0566188.tiff,backward_methods,94303694.8786511,46722827.070232995,248583,kPa,94579690.41794364,50534796.426505126,248583,-275995.5392925441,-3811969.356272131,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID030_LOC_RC006011-5.00x5.00-Modulus_Backward-251029-CRO_238ec1b5.tiff,backward_methods,60815124.596964955,28331190.42959302,253123,kPa,60983125.49823252,32878445.250598483,253123,-168000.9012675658,-4547254.821005464,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID031_LOC_RC006012-5.00x5.00-Modulus_Backward-251029-CRO_c4ebe72d.tiff,backward_methods,47626744.57949636,34766698.31640716,251478,kPa,47936256.797157794,40626729.24879841,251478,-309512.2176614329,-5860030.932391249,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID032_LOC_RC006016-5.00x5.00-Modulus_Backward-251029-CRO_fa75bd50.tiff,backward_methods,46670178.134971075,27905304.136149377,254505,kPa,46769897.26472232,32302481.16049332,254505,-99719.1297512427,-4397177.024343945,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID033_LOC_RC006017-5.00x5.00-Modulus_Backward-251029-CRO_8928b090.tiff,backward_methods,40801847.3916316,22655769.351235427,257095,kPa,40829149.5327642,23531842.70036833,257095,-27302.141132593155,-876073.3491329029,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID034_LOC_RC006021-5.00x5.00-Modulus_Backward-251029-CRO_5d1db617.tiff,backward_methods,45045848.928311855,23345820.934541903,255151,kPa,45186731.12127605,27221583.938787557,255151,-140882.1929641962,-3875763.0042456537,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID035_LOC_RC007003-5.00x5.00-Modulus_Backward-251029-CRO_898e3fc2.tiff,backward_methods,722811158.0420609,95605428.71809919,253303,kPa,736917967.4116279,179965665.9243851,253303,-14106809.369567037,-84360237.20628591,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID036_LOC_RC007021-5.00x5.00-Modulus_Backward-251029-CRO_6f7fed9d.tiff,backward_methods,530722057.7984967,266456175.5111728,361,kPa,7071445821.573961,728662553.1270541,361,-6540723763.775465,-462206377.6158813,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID037_LOC_RC008008-5.00x5.00-Modulus_Backward-251030-CRO_93fac9b5.tiff,backward_methods,370717333.630801,100709064.59687555,239929,kPa,378106718.54935426,142538374.28351778,239929,-7389384.918553233,-41829309.68664223,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID038_LOC_RC008014-5.00x5.00-Modulus_Backward-251030-CRO_9c5f55c3.tiff,backward_methods,199654144.34374928,44975208.6871812,240742,kPa,201132820.33391452,70285721.19156681,240742,-1478675.9901652336,-25310512.504385613,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID039_LOC_RC008019-5.00x5.00-Modulus_Backward-251030-CRO_797a422a.tiff,backward_methods,514579640.4803325,303109379.5835944,54,kPa,3986245516.240613,196441963.198688,54,-3471665875.7602806,106667416.38490638,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID040_LOC_RC010001-5.00x5.00-Modulus_Backward-251030-CRO_0aca7b9f.tiff,backward_methods,453728113.79328686,81536709.68122204,252221,kPa,456691782.5793306,100519863.52683213,252221,-2963668.786043763,-18983153.845610097,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID041_LOC_RC010002-5.00x5.00-Modulus_Backward-251030-CRO_9564d462.tiff,backward_methods,49133312.58315907,31951427.90317841,255831,kPa,49233518.70825918,33848022.9643202,255831,-100206.12510011345,-1896595.061141789,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID042_LOC_RC010006-5.00x5.00-Modulus_Backward-251030-CRO_1f2056b1.tiff,backward_methods,48605234.65573238,19302894.39866026,259854,kPa,48654508.549738795,20781954.247567706,259854,-49273.8940064162,-1479059.8489074446,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID043_LOC_RC010010-5.00x5.00-Modulus_Backward-251030-CRO_7b0f35d6.tiff,backward_methods,39248746.59532685,21067817.196322504,257946,kPa,39311402.99140794,22751961.63687902,257946,-62656.39608108997,-1684144.440556515,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID044_LOC_RC010011-5.00x5.00-Modulus_Backward-251030-CRO_47d42e1c.tiff,backward_methods,122206025.90166272,38592283.664438665,255452,kPa,122757568.29205416,51623769.38088984,255452,-551542.3903914392,-13031485.716451176,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID045_LOC_RC010012-5.00x5.00-Modulus_Backward-251030-CRO_4f9d30ad.tiff,backward_methods,557542570.648276,271228793.95069116,6,kPa,22784475763.201794,999264638.2005634,6,-22226933192.553516,-728035844.2498722,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID046_LOC_RC010016-5.00x5.00-Modulus_Backward-251030-CRO_de9fea9a.tiff,backward_methods,52986329.321180195,35304475.94820273,246006,kPa,53022366.230564915,36142442.32680501,246006,-36036.90938472003,-837966.3786022812,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID047_LOC_RC010020-5.00x5.00-Modulus_Backward-251030-CRO_e815be7f.tiff,backward_methods,46879232.88783856,20900864.19391503,253421,kPa,46978781.06653298,24270910.079939727,253421,-99548.17869441956,-3370045.886024695,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID048_LOC_RC010021-5.00x5.00-Modulus_Backward-251030-CRO_d7300cdb.tiff,backward_methods,57678188.4690244,25354588.478581145,253822,kPa,57732967.52501184,26725840.437856298,253822,-54779.05598744005,-1371251.9592751525,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID049_LOC_RC011001-5.00x5.00-Modulus_Backward-251030-CRO_d87f86f9.tiff,backward_methods,532387621.7580206,71454291.91110222,257268,kPa,533483941.1158724,77761231.78383562,257268,-1096319.3578518033,-6306939.872733399,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID050_LOC_RC011002-5.00x5.00-Modulus_Backward-251031-CRO_dc9866b7.tiff,backward_methods,527835598.62036383,74830662.04283535,256840,kPa,529267042.08059466,86605057.44227237,256840,-1431443.4602308273,-11774395.39943701,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID051_LOC_RC011006-5.00x5.00-Modulus_Backward-251031-CRO_49ccf70c.tiff,backward_methods,34377372.78372911,12028005.836594425,260603,kPa,34377372.783729106,12028005.836594107,260603,7.450580596923828e-09,3.1851232051849365e-07,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID052_LOC_RC011010-5.00x5.00-Modulus_Backward-251031-CRO_685b799b.tiff,backward_methods,209945123.54650772,50235262.07360867,244387,kPa,210468731.13082677,57700890.2085223,244387,-523607.5843190551,-7465628.134913631,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID053_LOC_RC011011-5.00x5.00-Modulus_Backward-251031-CRO_455aa989.tiff,backward_methods,143140396.9667018,45429885.23759165,243956,kPa,143670225.40561748,56038228.35864846,243956,-529828.4389156699,-10608343.12105681,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID054_LOC_RC011012-5.00x5.00-Modulus_Backward-251031-CRO_dcea5ca1.tiff,backward_methods,113928139.18213643,53886051.77494387,246465,kPa,115048998.78465584,69974910.74244422,246465,-1120859.6025194079,-16088858.967500344,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID055_LOC_RC011016-5.00x5.00-Modulus_Backward-251031-CRO_7b1d54b1.tiff,backward_methods,33518615.09320323,9166026.128572986,262144,kPa,33518615.09320387,9166026.128572993,262144,-6.370246410369873e-07,-7.450580596923828e-09,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID056_LOC_RC011020-5.00x5.00-Modulus_Backward-251031-CRO_94169c24.tiff,backward_methods,48007008.44956542,31129214.144029118,251807,kPa,48171594.15889759,34999741.06117408,251807,-164585.70933217555,-3870526.9171449617,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID057_LOC_RC011021-5.00x5.00-Modulus_Backward-251031-CRO_75498239.tiff,backward_methods,46648307.404417045,15464711.05676605,258612,kPa,46654063.85052519,15739310.793996897,258612,-5756.446108147502,-274599.73723084666,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID058_LOC_RC012001-5.00x5.00-Modulus_Backward-251031-CRO_ce88c88f.tiff,backward_methods,289715884.51894635,43982328.73079575,255923,kPa,290145566.6802459,59435878.50581791,255923,-429682.1612995267,-15453549.775022164,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID059_LOC_RC012002-5.00x5.00-Modulus_Backward-251031-CRO_2e458130.tiff,backward_methods,37163774.0553832,15322862.96819254,259661,kPa,37172389.283679,15640004.973021716,259661,-8615.22829580307,-317142.00482917577,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID060_LOC_RC012006-5.00x5.00-Modulus_Backward-251031-CRO_10276a16.tiff,backward_methods,290811106.8938819,88718064.27762432,247805,kPa,294747471.6144467,115827737.89313507,247805,-3936364.7205647826,-27109673.615510747,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID061_LOC_RC012010-5.00x5.00-Modulus_Backward-251031-CRO_300a166c.tiff,backward_methods,833258849.3266572,117103224.12221862,254370,kPa,841726449.7363061,132719808.07632317,254370,-8467600.409648895,-15616583.954104543,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID062_LOC_RC012011-5.00x5.00-Modulus_Backward-251031-CRO_70589138.tiff,backward_methods,143208769.97496876,46377726.19158133,253692,kPa,151864516.62922937,299475513.72799194,253692,-8655746.654260606,-253097787.5364106,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID063_LOC_RC012012-5.00x5.00-Modulus_Backward-251101-CRO_3ea84ce5.tiff,backward_methods,54235234.309747346,32446241.481541365,246604,kPa,54490189.59952243,37704372.411695056,246604,-254955.28977508098,-5258130.93015369,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID064_LOC_RC012016-5.00x5.00-Modulus_Backward-251101-CRO_f392dff8.tiff,backward_methods,267486342.37241703,84874173.54470636,242673,kPa,276094989.9848089,160523990.29444107,242673,-8608647.61239189,-75649816.74973471,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID065_LOC_RC012020-5.00x5.00-Modulus_Backward-251101-CRO_0a7fad5a.tiff,backward_methods,193483105.657585,56938760.38607073,246289,kPa,194120361.04045177,66319567.506381415,246289,-637255.38286677,-9380807.120310687,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID066_LOC_RC012021-5.00x5.00-Modulus_Backward-251101-CRO_db24f799.tiff,backward_methods,,,0,kPa,,,0,,,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID067_LOC_RC014003-5.00x5.00-Modulus_Backward-251101-CRO_7075b21b.tiff,backward_methods,723495051.0309051,105368808.31870915,252218,kPa,732169072.9078882,146389489.769154,252218,-8674021.876983047,-41020681.45044486,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID068_LOC_RC014008-5.00x5.00-Modulus_Backward-251101-CRO_c3cea234.tiff,backward_methods,128834638.44523032,36804026.604670584,255716,kPa,129141927.59079343,44334321.555889994,255716,-307289.1455631107,-7530294.95121941,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID069_LOC_RC014014-5.00x5.00-Modulus_Backward-251101-CRO_d47b1701.tiff,backward_methods,38349406.62895708,15196283.529130427,260584,kPa,38353537.93417353,15341894.014940167,260584,-4131.3052164539695,-145610.48580973968,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID070_LOC_RC014019-5.00x5.00-Modulus_Backward-251101-CRO_3965c473.tiff,backward_methods,78590970.7805967,44374883.563844286,248279,kPa,79552930.18723205,56789529.451388806,248279,-961959.406635344,-12414645.88754452,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID071_LOC_RC016001-5.00x5.00-Modulus_Backward-251101-CRO_fff4ad04.tiff,backward_methods,68597441.59107397,38710681.3829412,250729,kPa,69157821.57716359,47105793.95992785,250729,-560379.986089617,-8395112.576986648,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID072_LOC_RC016005-5.00x5.00-Modulus_Backward-251101-CRO_d553c811.tiff,backward_methods,49464594.65449993,26435432.859662842,257539,kPa,49602870.41566886,29483235.63754844,257539,-138275.76116892695,-3047802.777885597,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID073_LOC_RC016006-5.00x5.00-Modulus_Backward-251101-CRO_127ea445.tiff,backward_methods,68267863.5228584,42318307.82443754,251131,kPa,68546554.95368783,47618298.47781855,251131,-278691.4308294356,-5299990.653381012,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID074_LOC_RC016010-5.00x5.00-Modulus_Backward-251101-CRO_a0c9fbee.tiff,backward_methods,456757987.07436615,112737232.49276763,244446,kPa,473203282.1292555,275214926.71289116,244446,-16445295.054889321,-162477694.22012353,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID075_LOC_RC016011-5.00x5.00-Modulus_Backward-251101-CRO_d1009cff.tiff,backward_methods,38052537.14476538,12162319.396684434,262144,kPa,38052537.14476545,12162319.396684542,262144,-7.450580596923828e-08,-1.0803341865539551e-07,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID076_LOC_RC016012-5.00x5.00-Modulus_Backward-251102-CRO_be40d91a.tiff,backward_methods,44696019.83914553,17244669.76057613,260280,kPa,44723159.56976888,18172178.895714235,260280,-27139.730623356998,-927509.1351381056,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID077_LOC_RC016016-5.00x5.00-Modulus_Backward-251102-CRO_3634df40.tiff,backward_methods,41184226.59477431,10628969.532753011,262144,kPa,41184226.594773956,10628969.532753153,262144,3.5762786865234375e-07,-1.4156103134155273e-07,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID078_LOC_RC016017-5.00x5.00-Modulus_Backward-251102-CRO_91b19784.tiff,backward_methods,152736938.43417406,31636597.786246818,259855,kPa,152767417.30751285,32329186.046508476,259855,-30478.873338788748,-692588.2602616586,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID079_LOC_RC016021-5.00x5.00-Modulus_Backward-251102-CRO_8280eede.tiff,backward_methods,36636784.16090551,17756177.206010964,257200,kPa,36642101.37230597,17959742.51296575,257200,-5317.211400456727,-203565.30695478618,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID080_LOC_RC017001-5.00x5.00-Modulus_Backward-251102-CRO_18ee99bd.tiff,backward_methods,226034558.29890844,64114485.079741515,246961,kPa,228772825.13017055,111405232.09379852,246961,-2738266.8312621117,-47290747.014057,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID081_LOC_RC017005-5.00x5.00-Modulus_Backward-251102-CRO_0f2f14a7.tiff,backward_methods,505027097.9036455,280372406.890887,302,kPa,4412418207.623197,337671899.64772713,302,-3907391109.719551,-57299492.75684011,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID082_LOC_RC017006-5.00x5.00-Modulus_Backward-251102-CRO_6646514c.tiff,backward_methods,58989506.773647666,32196107.7946442,247415,kPa,59656276.92234309,49443910.07575286,247415,-666770.1486954242,-17247802.281108662,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID083_LOC_RC017016-5.00x5.00-Modulus_Backward-251102-CRO_97bc69ab.tiff,backward_methods,623216580.1620456,94543044.6863165,256466,kPa,627072732.3432803,153648141.43366846,256466,-3856152.1812347174,-59105096.74735196,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID084_LOC_RC017017-5.00x5.00-Modulus_Backward-251102-CRO_fde8ffd4.tiff,backward_methods,29433615.58403606,16077925.347133603,261180,kPa,29433615.584036253,16077925.347133853,261180,-1.9371509552001953e-07,-2.4959444999694824e-07,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID085_LOC_RC017021-5.00x5.00-Modulus_Backward-251102-CRO_0cd31c1b.tiff,backward_methods,135777377.05418643,49008395.63192381,251229,kPa,136299961.4202167,60614012.17863528,251229,-522584.3660302758,-11605616.546711467,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID086_LOC_RC019008-5.00x5.00-Modulus_Backward-251102-CRO_01de43bd.tiff,backward_methods,63197465.19604338,35659175.8531447,252721,kPa,63505926.88267089,44909963.4481688,252721,-308461.6866275072,-9250787.595024101,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID087_LOC_RC019014-5.00x5.00-Modulus_Backward-251102-CRO_d5cfba62.tiff,backward_methods,35457961.43567032,20521422.755208846,253885,kPa,35615385.86562051,26144356.792800326,253885,-157424.42995018512,-5622934.03759148,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID088_LOC_RC020001-5.00x5.00-Modulus_Backward-251102-CRO_230075e7.tiff,backward_methods,817657438.3750927,210074386.58504736,67036,kPa,1056714034.7699623,347675578.96206725,67036,-239056596.39486957,-137601192.37701988,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID089_LOC_RC020002-5.00x5.00-Modulus_Backward-251102-CRO_db04b8f4.tiff,backward_methods,170469343.36592233,37308460.48825418,257328,kPa,170648387.468695,40516794.715376556,257328,-179044.1027726829,-3208334.227122374,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID090_LOC_RC020010-5.00x5.00-Modulus_Backward-251103-CRO_fa35efcd.tiff,backward_methods,587233108.3275771,276455235.1411347,264,kPa,12453783189.602596,1077519350.0066085,264,-11866550081.275019,-801064114.8654737,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID091_LOC_RC020011-5.00x5.00-Modulus_Backward-251103-CRO_d9f042dd.tiff,backward_methods,288162803.6342777,85482232.82482333,250027,kPa,290702848.6101943,103658431.18476112,250027,-2540044.975916624,-18176198.359937787,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID092_LOC_RC020012-5.00x5.00-Modulus_Backward-251103-CRO_edff3c04.tiff,backward_methods,98190508.14780223,48823401.26299693,247698,kPa,101235465.32151735,108066319.70575444,247698,-3044957.1737151146,-59242918.44275752,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID093_LOC_RC020020-5.00x5.00-Modulus_Backward-251103-CRO_43b5d981.tiff,backward_methods,90032507.20444342,30413439.74549028,248405,kPa,90236297.91046707,34831047.08425586,248405,-203790.70602364838,-4417607.33876558,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID094_LOC_RC020021-5.00x5.00-Modulus_Backward-251103-CRO_f999aea1.tiff,backward_methods,369135758.7770275,73282797.1039461,255583,kPa,370198169.88698107,80963924.21279638,255583,-1062411.1099535823,-7681127.1088502705,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID095_LOC_RC021001-5.00x5.00-Modulus_Backward-251103-CRO_3886dac5.tiff,backward_methods,688867641.2857827,336098358.04149497,484,kPa,1791236573.806309,126786878.94949695,484,-1102368932.5205264,209311479.091998,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID096_LOC_RC021002-5.00x5.00-Modulus_Backward-251103-CRO_7910925f.tiff,backward_methods,724200302.264918,239989527.84070024,33978,kPa,1275130578.6087134,1265809045.6055684,33978,-550930276.3437954,-1025819517.7648681,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID097_LOC_RC021005-5.00x5.00-Modulus_Backward-251103-CRO_977d0d19.tiff,backward_methods,721652167.2984515,250877605.34746906,10881,kPa,1223500940.464193,593811535.3485435,10881,-501848773.16574156,-342933930.00107443,0
