source_file,mode,metric_type,count_total,count_total_raw,count_total_filtered,count_isolated,mean_diam_nm,std_diam_nm,threshold,threshold_source,edge_excluded_count,diam_min_nm,diam_max_nm,iso_min_dist_nm,nx,ny,row_idx,col_idx
PEGDA01TPO10SiNPSam02_S2_P__GrID013_LOC_RC002011-5.00x5.00-Z Height_Forward-251001-CRO_5bc78f2b.tiff,particle_count_align_flatten_fixed0,particle_count,0,92,0,0,0.0,0.0,0.0,fixed(threshold_fixed),0,350.0,550.0,900.0,512,512,1,10
PEGDA01TPO10SiNPSam02_S2_P__GrID014_LOC_RC002012-5.00x5.00-Z Height_Forward-251001-CRO_bd43a6f3.tiff,particle_count_align_flatten_fixed0,particle_count,1,80,1,1,361.12474098679087,0.0,0.0,fixed(threshold_fixed),2,350.0,550.0,900.0,512,512,1,11
PEGDA01TPO10SiNPSam02_S2_P__GrID015_LOC_RC002020-5.00x5.00-Z Height_Forward-251001-CRO_a30dd2dc.tiff,particle_count_align_flatten_fixed0,particle_count,0,7,0,0,0.0,0.0,0.0,fixed(threshold_fixed),1,350.0,550.0,900.0,512,512,1,19
PEGDA01TPO10SiNPSam02_S2_P__GrID016_LOC_RC002021-5.00x5.00-Z Height_Forward-251001-CRO_23f31cb7.tiff,particle_count_align_flatten_fixed0,particle_count,0,13,0,0,0.0,0.0,0.0,fixed(threshold_fixed),0,350.0,550.0,900.0,512,512,1,20
PEGDA01TPO10SiNPSam02_S2_P__GrID017_LOC_RC004008-5.00x5.00-Z Height_Forward-251001-CRO_71e2e715.tiff,particle_count_align_flatten_fixed0,particle_count,0,66,0,0,0.0,0.0,0.0,fixed(threshold_fixed),0,350.0,550.0,900.0,512,512,3,7
PEGDA01TPO10SiNPSam02_S2_P__GrID018_LOC_RC004014-5.00x5.00-Z Height_Forward-251001-CRO_65fad1e3.tiff,particle_count_align_flatten_fixed0,particle_count,1,49,1,1,433.6914012797528,0.0,0.0,fixed(threshold_fixed),0,350.0,550.0,900.0,512,512,3,13
PEGDA01TPO10SiNPSam02_S2_P__GrID019_LOC_RC005001-5.00x5.00-Z Height_Forward-251001-CRO_72520118.tiff,particle_count_align_flatten_fixed0,particle_count,0,15,0,0,0.0,0.0,0.0,fixed(threshold_fixed),0,350.0,550.0,900.0,512,512,4,0
PEGDA01TPO10SiNPSam02_S2_P__GrID020_LOC_RC005005-5.00x5.00-Z Height_Forward-251001-CRO_620115aa.tiff,particle_count_align_flatten_fixed0,particle_count,0,12,0,0,0.0,0.0,0.0,fixed(threshold_fixed),0,350.0,550.0,900.0,512,512,4,4
PEGDA01TPO10SiNPSam02_S2_P__GrID021_LOC_RC005006-5.00x5.00-Z Height_Forward-251001-CRO_f3df12e2.tiff,particle_count_align_flatten_fixed0,particle_count,0,18,0,0,0.0,0.0,0.0,fixed(threshold_fixed),1,350.0,550.0,900.0,512,512,4,5
PEGDA01TPO10SiNPSam02_S2_P__GrID022_LOC_RC005016-5.00x5.00-Z Height_Forward-251001-CRO_cfeea2a4.tiff,particle_count_align_flatten_fixed0,particle_count,0,592,0,0,0.0,0.0,0.0,fixed(threshold_fixed),0,350.0,550.0,900.0,512,512,4,15
PEGDA01TPO10SiNPSam02_S2_P__GrID023_LOC_RC005017-5.00x5.00-Z Height_Forward-251001-CRO_209d41ca.tiff,particle_count_align_flatten_fixed0,particle_count,1,28,1,1,387.09065112958257,0.0,0.0,fixed(threshold_fixed),2,350.0,550.0,900.0,512,512,4,16
PEGDA01TPO10SiNPSam02_S2_P__GrID024_LOC_RC005021-5.00x5.00-Z Height_Forward-251001-CRO_e3230728.tiff,particle_count_align_flatten_fixed0,particle_count,0,135,0,0,0.0,0.0,0.0,fixed(threshold_fixed),1,350.0,550.0,900.0,512,512,4,20
PEGDA01TPO10SiNPSam02_S2_P__GrID025_LOC_RC006001-5.00x5.00-Z Height_Forward-251001-CRO_c67ebcff.tiff,particle_count_align_flatten_fixed0,particle_count,0,39,0,0,0.0,0.0,0.0,fixed(threshold_fixed),0,350.0,550.0,900.0,512,512,5,0
PEGDA01TPO10SiNPSam02_S2_P__GrID026_LOC_RC006005-5.00x5.00-Z Height_Forward-251001-CRO_c8eae2a9.tiff,particle_count_align_flatten_fixed0,particle_count,1,24,1,1,375.1429771414811,0.0,0.0,fixed(threshold_fixed),0,350.0,550.0,900.0,512,512,5,4
PEGDA01TPO10SiNPSam02_S2_P__GrID027_LOC_RC006006-5.00x5.00-Z Height_Forward-251001-CRO_e6344fc4.tiff,particle_count_align_flatten_fixed0,particle_count,0,5,0,0,0.0,0.0,0.0,fixed(threshold_fixed),0,350.0,550.0,900.0,512,512,5,5
PEGDA01TPO10SiNPSam02_S2_P__GrID028_LOC_RC006010-5.00x5.00-Z Height_Forward-251001-CRO_ae75ceb0.tiff,particle_count_align_flatten_fixed0,particle_count,0,246,0,0,0.0,0.0,0.0,fixed(threshold_fixed),0,350.0,550.0,900.0,512,512,5,9
PEGDA01TPO10SiNPSam02_S2_P__GrID029_LOC_RC006011-5.00x5.00-Z Height_Forward-251001-CRO_e850798c.tiff,particle_count_align_flatten_fixed0,particle_count,0,29,0,0,0.0,0.0,0.0,fixed(threshold_fixed),2,350.0,550.0,900.0,512,512,5,10
PEGDA01TPO10SiNPSam02_S2_P__GrID030_LOC_RC006012-5.00x5.00-Z Height_Forward-251001-CRO_1c64da64.tiff,particle_count_align_flatten_fixed0,particle_count,0,321,0,0,0.0,0.0,0.0,fixed(threshold_fixed),1,350.0,550.0,900.0,512,512,5,11
PEGDA01TPO10SiNPSam02_S2_P__GrID031_LOC_RC006016-5.00x5.00-Z Height_Forward-251001-CRO_a550127e.tiff,particle_count_align_flatten_fixed0,particle_count,1,58,1,1,486.3507376951528,0.0,0.0,fixed(threshold_fixed),1,350.0,550.0,900.0,512,512,5,15
PEGDA01TPO10SiNPSam02_S2_P__GrID032_LOC_RC006017-5.00x5.00-Z Height_Forward-251001-CRO_d91dc636.tiff,particle_count_align_flatten_fixed0,particle_count,1,37,1,1,508.6825357296967,0.0,0.0,fixed(threshold_fixed),1,350.0,550.0,900.0,512,512,5,16
PEGDA01TPO10SiNPSam02_S2_P__GrID033_LOC_RC006021-5.00x5.00-Z Height_Forward-251001-CRO_af7ca311.tiff,particle_count_align_flatten_fixed0,particle_count,1,59,1,1,455.806073186429,0.0,0.0,fixed(threshold_fixed),0,350.0,550.0,900.0,512,512,5,20
PEGDA01TPO10SiNPSam02_S2_P__GrID034_LOC_RC008004-5.00x5.00-Z Height_Forward-251001-CRO_50a923ea.tiff,particle_count_align_flatten_fixed0,particle_count,0,41,0,0,0.0,0.0,0.0,fixed(threshold_fixed),0,350.0,550.0,900.0,512,512,7,3
PEGDA01TPO10SiNPSam02_S2_P__GrID035_LOC_RC008008-5.00x5.00-Z Height_Forward-251001-CRO_73f6652e.tiff,particle_count_align_flatten_fixed0,particle_count,0,98,0,0,0.0,0.0,0.0,fixed(threshold_fixed),0,350.0,550.0,900.0,512,512,7,7
PEGDA01TPO10SiNPSam02_S2_P__GrID036_LOC_RC008014-5.00x5.00-Z Height_Forward-251001-CRO_44eec63b.tiff,particle_count_align_flatten_fixed0,particle_count,1,26,1,1,381.8797295993203,0.0,0.0,fixed(threshold_fixed),1,350.0,550.0,900.0,512,512,7,13
PEGDA01TPO10SiNPSam02_S2_P__GrID037_LOC_RC010001-5.00x5.00-Z Height_Forward-251001-CRO_0c72ea68.tiff,particle_count_align_flatten_fixed0,particle_count,0,38,0,0,0.0,0.0,0.0,fixed(threshold_fixed),1,350.0,550.0,900.0,512,512,9,0
PEGDA01TPO10SiNPSam02_S2_P__GrID038_LOC_RC010002-5.00x5.00-Z Height_Forward-251001-CRO_48cf5878.tiff,particle_count_align_flatten_fixed0,particle_count,0,98,0,0,0.0,0.0,0.0,fixed(threshold_fixed),0,350.0,550.0,900.0,512,512,9,1
PEGDA01TPO10SiNPSam02_S2_P__GrID039_LOC_RC010006-5.00x5.00-Z Height_Forward-251001-CRO_24cecd9a.tiff,particle_count_align_flatten_fixed0,particle_count,0,77,0,0,0.0,0.0,0.0,fixed(threshold_fixed),1,350.0,550.0,900.0,512,512,9,5
PEGDA01TPO10SiNPSam02_S2_P__GrID040_LOC_RC010010-5.00x5.00-Z Height_Forward-251001-CRO_11cb3cca.tiff,particle_count_align_flatten_fixed0,particle_count,1,44,1,1,356.3862541764567,0.0,0.0,fixed(threshold_fixed),0,350.0,550.0,900.0,512,512,9,9
PEGDA01TPO10SiNPSam02_S2_P__GrID041_LOC_RC010011-5.00x5.00-Z Height_Forward-251001-CRO_35f15beb.tiff,particle_count_align_flatten_fixed0,particle_count,1,71,1,1,396.3895903105989,0.0,0.0,fixed(threshold_fixed),0,350.0,550.0,900.0,512,512,9,10
PEGDA01TPO10SiNPSam02_S2_P__GrID042_LOC_RC010012-5.00x5.00-Z Height_Forward-251001-CRO_06675601.tiff,particle_count_align_flatten_fixed0,particle_count,0,28,0,0,0.0,0.0,0.0,fixed(threshold_fixed),0,350.0,550.0,900.0,512,512,9,11
PEGDA01TPO10SiNPSam02_S2_P__GrID043_LOC_RC010016-5.00x5.00-Z Height_Forward-251001-CRO_d4738654.tiff,particle_count_align_flatten_fixed0,particle_count,0,29,0,0,0.0,0.0,0.0,fixed(threshold_fixed),0,350.0,550.0,900.0,512,512,9,15
PEGDA01TPO10SiNPSam02_S2_P__GrID044_LOC_RC010020-5.00x5.00-Z Height_Forward-251001-CRO_3b8a8d51.tiff,particle_count_align_flatten_fixed0,particle_count,0,5,0,0,0.0,0.0,0.0,fixed(threshold_fixed),0,350.0,550.0,900.0,512,512,9,19
PEGDA01TPO10SiNPSam02_S2_P__GrID045_LOC_RC010021-5.00x5.00-Z Height_Forward-251001-CRO_2814d736.tiff,particle_count_align_flatten_fixed0,particle_count,0,6,0,0,0.0,0.0,0.0,fixed(threshold_fixed),0,350.0,550.0,900.0,512,512,9,20
PEGDA01TPO10SiNPSam02_S2_P__GrID046_LOC_RC011001-5.00x5.00-Z Height_Forward-251001-CRO_3c1d83ba.tiff,particle_count_align_flatten_fixed0,particle_count,1,49,1,1,444.74968056601153,0.0,0.0,fixed(threshold_fixed),0,350.0,550.0,900.0,512,512,10,0
PEGDA01TPO10SiNPSam02_S2_P__GrID047_LOC_RC011002-5.00x5.00-Z Height_Forward-251001-CRO_ff9dc949.tiff,particle_count_align_flatten_fixed0,particle_count,0,83,0,0,0.0,0.0,0.0,fixed(threshold_fixed),1,350.0,550.0,900.0,512,512,10,1
PEGDA01TPO10SiNPSam02_S2_P__GrID048_LOC_RC011006-5.00x5.00-Z Height_Forward-251001-CRO_062f052d.tiff,particle_count_align_flatten_fixed0,particle_count,0,71,0,0,0.0,0.0,0.0,fixed(threshold_fixed),0,350.0,550.0,900.0,512,512,10,5
PEGDA01TPO10SiNPSam02_S2_P__GrID049_LOC_RC011010-5.00x5.00-Z Height_Forward-251001-CRO_16d44c03.tiff,particle_count_align_flatten_fixed0,particle_count,0,6,0,0,0.0,0.0,0.0,fixed(threshold_fixed),0,350.0,550.0,900.0,512,512,10,9
PEGDA01TPO10SiNPSam02_S2_P__GrID050_LOC_RC011011-5.00x5.00-Z Height_Forward-251001-CRO_fcf6fe2e.tiff,particle_count_align_flatten_fixed0,particle_count,0,19,0,0,0.0,0.0,0.0,fixed(threshold_fixed),1,350.0,550.0,900.0,512,512,10,10
PEGDA01TPO10SiNPSam02_S2_P__GrID051_LOC_RC011012-5.00x5.00-Z Height_Forward-251001-CRO_5b8ec6e3.tiff,particle_count_align_flatten_fixed0,particle_count,0,4,0,0,0.0,0.0,0.0,fixed(threshold_fixed),0,350.0,550.0,900.0,512,512,10,11
PEGDA01TPO10SiNPSam02_S2_P__GrID052_LOC_RC011016-5.00x5.00-Z Height_Forward-251001-CRO_c5229d0d.tiff,particle_count_align_flatten_fixed0,particle_count,0,20,0,0,0.0,0.0,0.0,fixed(threshold_fixed),1,350.0,550.0,900.0,512,512,10,15
PEGDA01TPO10SiNPSam02_S2_P__GrID053_LOC_RC011020-5.00x5.00-Z Height_Forward-251001-CRO_3ad6b860.tiff,particle_count_align_flatten_fixed0,particle_count,1,19,1,1,480.32136321932956,0.0,0.0,fixed(threshold_fixed),1,350.0,550.0,900.0,512,512,10,19
PEGDA01TPO10SiNPSam02_S2_P__GrID054_LOC_RC011021-5.00x5.00-Z Height_Forward-251001-CRO_0c8e549d.tiff,particle_count_align_flatten_fixed0,particle_count,0,36,0,0,0.0,0.0,0.0,fixed(threshold_fixed),0,350.0,550.0,900.0,512,512,10,20
PEGDA01TPO10SiNPSam02_S2_P__GrID055_LOC_RC012001-5.00x5.00-Z Height_Forward-251001-CRO_238e1d55.tiff,particle_count_align_flatten_fixed0,particle_count,0,178,0,0,0.0,0.0,0.0,fixed(threshold_fixed),0,350.0,550.0,900.0,512,512,11,0
PEGDA01TPO10SiNPSam02_S2_P__GrID056_LOC_RC012002-5.00x5.00-Z Height_Forward-251001-CRO_3b640111.tiff,particle_count_align_flatten_fixed0,particle_count,1,170,1,1,418.0088721152719,0.0,0.0,fixed(threshold_fixed),0,350.0,550.0,900.0,512,512,11,1
PEGDA01TPO10SiNPSam02_S2_P__GrID057_LOC_RC012006-5.00x5.00-Z Height_Forward-251001-CRO_80e384e2.tiff,particle_count_align_flatten_fixed0,particle_count,1,121,1,1,402.7711284177164,0.0,0.0,fixed(threshold_fixed),0,350.0,550.0,900.0,512,512,11,5
PEGDA01TPO10SiNPSam02_S2_P__GrID058_LOC_RC012010-5.00x5.00-Z Height_Forward-251001-CRO_6957759f.tiff,particle_count_align_flatten_fixed0,particle_count,0,15,0,0,0.0,0.0,0.0,fixed(threshold_fixed),0,350.0,550.0,900.0,512,512,11,9
PEGDA01TPO10SiNPSam02_S2_P__GrID059_LOC_RC012011-5.00x5.00-Z Height_Forward-251001-CRO_3c11b964.tiff,particle_count_align_flatten_fixed0,particle_count,0,19,0,0,0.0,0.0,0.0,fixed(threshold_fixed),0,350.0,550.0,900.0,512,512,11,10
PEGDA01TPO10SiNPSam02_S2_P__GrID060_LOC_RC012012-5.00x5.00-Z Height_Forward-251001-CRO_ba40e05b.tiff,particle_count_align_flatten_fixed0,particle_count,0,19,0,0,0.0,0.0,0.0,fixed(threshold_fixed),1,350.0,550.0,900.0,512,512,11,11
PEGDA01TPO10SiNPSam02_S2_P__GrID061_LOC_RC012016-5.00x5.00-Z Height_Forward-251001-CRO_ab1842c6.tiff,particle_count_align_flatten_fixed0,particle_count,0,21,0,0,0.0,0.0,0.0,fixed(threshold_fixed),1,350.0,550.0,900.0,512,512,11,15
PEGDA01TPO10SiNPSam02_S2_P__GrID062_LOC_RC012020-5.00x5.00-Z Height_Forward-251001-CRO_d6b551aa.tiff,particle_count_align_flatten_fixed0,particle_count,1,20,1,1,400.9581959056886,0.0,0.0,fixed(threshold_fixed),0,350.0,550.0,900.0,512,512,11,19
PEGDA01TPO10SiNPSam02_S2_P__GrID063_LOC_RC012021-5.00x5.00-Z Height_Forward-251001-CRO_46a0c85f.tiff,particle_count_align_flatten_fixed0,particle_count,1,13,1,1,376.1127581059194,0.0,0.0,fixed(threshold_fixed),1,350.0,550.0,900.0,512,512,11,20
PEGDA01TPO10SiNPSam02_S2_P__GrID064_LOC_RC014004-5.00x5.00-Z Height_Forward-251001-CRO_99d3f356.tiff,particle_count_align_flatten_fixed0,particle_count,1,76,1,1,390.8367769770346,0.0,0.0,fixed(threshold_fixed),1,350.0,550.0,900.0,512,512,13,3
PEGDA01TPO10SiNPSam02_S2_P__GrID065_LOC_RC014008-5.00x5.00-Z Height_Forward-251001-CRO_78ba3437.tiff,particle_count_align_flatten_fixed0,particle_count,0,35,0,0,0.0,0.0,0.0,fixed(threshold_fixed),0,350.0,550.0,900.0,512,512,13,7
PEGDA01TPO10SiNPSam02_S2_P__GrID066_LOC_RC014014-5.00x5.00-Z Height_Forward-251002-CRO_b56395ca.tiff,particle_count_align_flatten_fixed0,particle_count,0,33,0,0,0.0,0.0,0.0,fixed(threshold_fixed),0,350.0,550.0,900.0,512,512,13,13
PEGDA01TPO10SiNPSam02_S2_P__GrID067_LOC_RC016001-5.00x5.00-Z Height_Forward-251002-CRO_a74b17e0.tiff,particle_count_align_flatten_fixed0,particle_count,0,7,0,0,0.0,0.0,0.0,fixed(threshold_fixed),1,350.0,550.0,900.0,512,512,15,0
PEGDA01TPO10SiNPSam02_S2_P__GrID068_LOC_RC016005-5.00x5.00-Z Height_Forward-251002-CRO_14c4da10.tiff,particle_count_align_flatten_fixed0,particle_count,0,58,0,0,0.0,0.0,0.0,fixed(threshold_fixed),0,350.0,550.0,900.0,512,512,15,4
PEGDA01TPO10SiNPSam02_S2_P__GrID069_LOC_RC016006-5.00x5.00-Z Height_Forward-251002-CRO_f5362d15.tiff,particle_count_align_flatten_fixed0,particle_count,0,46,0,0,0.0,0.0,0.0,fixed(threshold_fixed),0,350.0,550.0,900.0,512,512,15,5
PEGDA01TPO10SiNPSam02_S2_P__GrID070_LOC_RC016010-5.00x5.00-Z Height_Forward-251002-CRO_c2122beb.tiff,particle_count_align_flatten_fixed0,particle_count,0,101,0,0,0.0,0.0,0.0,fixed(threshold_fixed),2,350.0,550.0,900.0,512,512,15,9
PEGDA01TPO10SiNPSam02_S2_P__GrID071_LOC_RC016011-5.00x5.00-Z Height_Forward-251002-CRO_18a331b5.tiff,particle_count_align_flatten_fixed0,particle_count,0,166,0,0,0.0,0.0,0.0,fixed(threshold_fixed),0,350.0,550.0,900.0,512,512,15,10
PEGDA01TPO10SiNPSam02_S2_P__GrID072_LOC_RC016012-5.00x5.00-Z Height_Forward-251002-CRO_53d11bbb.tiff,particle_count_align_flatten_fixed0,particle_count,0,192,0,0,0.0,0.0,0.0,fixed(threshold_fixed),0,350.0,550.0,900.0,512,512,15,11
PEGDA01TPO10SiNPSam02_S2_P__GrID073_LOC_RC016016-5.00x5.00-Z Height_Forward-251002-CRO_2117a566.tiff,particle_count_align_flatten_fixed0,particle_count,1,19,1,1,427.6294323108206,0.0,0.0,fixed(threshold_fixed),2,350.0,550.0,900.0,512,512,15,15
PEGDA01TPO10SiNPSam02_S2_P__GrID074_LOC_RC016017-5.00x5.00-Z Height_Forward-251002-CRO_6cb40ae2.tiff,particle_count_align_flatten_fixed0,particle_count,0,9,0,0,0.0,0.0,0.0,fixed(threshold_fixed),0,350.0,550.0,900.0,512,512,15,16
PEGDA01TPO10SiNPSam02_S2_P__GrID075_LOC_RC016021-5.00x5.00-Z Height_Forward-251002-CRO_87ad47c7.tiff,particle_count_align_flatten_fixed0,particle_count,2,18,2,2,414.0322649051947,38.56574912906967,0.0,fixed(threshold_fixed),1,350.0,550.0,900.0,512,512,15,20
PEGDA01TPO10SiNPSam02_S2_P__GrID076_LOC_RC017001-5.00x5.00-Z Height_Forward-251002-CRO_991ec5d1.tiff,particle_count_align_flatten_fixed0,particle_count,0,19,0,0,0.0,0.0,0.0,fixed(threshold_fixed),0,350.0,550.0,900.0,512,512,16,0
PEGDA01TPO10SiNPSam02_S2_P__GrID077_LOC_RC017005-5.00x5.00-Z Height_Forward-251002-CRO_d4bb3b96.tiff,particle_count_align_flatten_fixed0,particle_count,0,29,0,0,0.0,0.0,0.0,fixed(threshold_fixed),1,350.0,550.0,900.0,512,512,16,4
PEGDA01TPO10SiNPSam02_S2_P__GrID078_LOC_RC017006-5.00x5.00-Z Height_Forward-251002-CRO_6f3a9547.tiff,particle_count_align_flatten_fixed0,particle_count,0,116,0,0,0.0,0.0,0.0,fixed(threshold_fixed),1,350.0,550.0,900.0,512,512,16,5
PEGDA01TPO10SiNPSam02_S2_P__GrID079_LOC_RC017016-5.00x5.00-Z Height_Forward-251002-CRO_fa58898f.tiff,particle_count_align_flatten_fixed0,particle_count,0,6,0,0,0.0,0.0,0.0,fixed(threshold_fixed),0,350.0,550.0,900.0,512,512,16,15
PEGDA01TPO10SiNPSam02_S2_P__GrID080_LOC_RC017017-5.00x5.00-Z Height_Forward-251002-CRO_63fa9701.tiff,particle_count_align_flatten_fixed0,particle_count,0,102,0,0,0.0,0.0,0.0,fixed(threshold_fixed),0,350.0,550.0,900.0,512,512,16,16
PEGDA01TPO10SiNPSam02_S2_P__GrID081_LOC_RC017021-5.00x5.00-Z Height_Forward-251002-CRO_b2f0a4b7.tiff,particle_count_align_flatten_fixed0,particle_count,0,10,0,0,0.0,0.0,0.0,fixed(threshold_fixed),0,350.0,550.0,900.0,512,512,16,20
PEGDA01TPO10SiNPSam02_S2_P__GrID082_LOC_RC020001-5.00x5.00-Z Height_Forward-251002-CRO_bb7af964.tiff,particle_count_align_flatten_fixed0,particle_count,0,14,0,0,0.0,0.0,0.0,fixed(threshold_fixed),1,350.0,550.0,900.0,512,512,19,0
PEGDA01TPO10SiNPSam02_S2_P__GrID083_LOC_RC020002-5.00x5.00-Z Height_Forward-251002-CRO_0566814c.tiff,particle_count_align_flatten_fixed0,particle_count,0,14,0,0,0.0,0.0,0.0,fixed(threshold_fixed),1,350.0,550.0,900.0,512,512,19,1
PEGDA01TPO10SiNPSam02_S2_P__GrID084_LOC_RC020010-5.00x5.00-Z Height_Forward-251002-CRO_841cbedf.tiff,particle_count_align_flatten_fixed0,particle_count,0,7,0,0,0.0,0.0,0.0,fixed(threshold_fixed),0,350.0,550.0,900.0,512,512,19,9
PEGDA01TPO10SiNPSam02_S2_P__GrID085_LOC_RC020011-5.00x5.00-Z Height_Forward-251002-CRO_f90ac371.tiff,particle_count_align_flatten_fixed0,particle_count,0,5,0,0,0.0,0.0,0.0,fixed(threshold_fixed),0,350.0,550.0,900.0,512,512,19,10
PEGDA01TPO10SiNPSam02_S2_P__GrID086_LOC_RC020012-5.00x5.00-Z Height_Forward-251002-CRO_0cb0a3bf.tiff,particle_count_align_flatten_fixed0,particle_count,0,4,0,0,0.0,0.0,0.0,fixed(threshold_fixed),0,350.0,550.0,900.0,512,512,19,11
PEGDA01TPO10SiNPSam02_S2_P__GrID087_LOC_RC020020-5.00x5.00-Z Height_Forward-251002-CRO_c4289880.tiff,particle_count_align_flatten_fixed0,particle_count,1,13,1,1,412.45271841483145,0.0,0.0,fixed(threshold_fixed),0,350.0,550.0,900.0,512,512,19,19
PEGDA01TPO10SiNPSam02_S2_P__GrID088_LOC_RC020021-5.00x5.00-Z Height_Forward-251002-CRO_325405bd.tiff,particle_count_align_flatten_fixed0,particle_count,0,31,0,0,0.0,0.0,0.0,fixed(threshold_fixed),2,350.0,550.0,900.0,512,512,19,20
PEGDA01TPO10SiNPSam02_S2_P__GrID089_LOC_RC021001-5.00x5.00-Z Height_Forward-251002-CRO_16ac54d5.tiff,particle_count_align_flatten_fixed0,particle_count,0,33,0,0,0.0,0.0,0.0,fixed(threshold_fixed),0,350.0,550.0,900.0,512,512,20,0
PEGDA01TPO10SiNPSam02_S2_P__GrID090_LOC_RC021002-5.00x5.00-Z Height_Forward-251002-CRO_738fddb8.tiff,particle_count_align_flatten_fixed0,particle_count,0,24,0,0,0.0,0.0,0.0,fixed(threshold_fixed),1,350.0,550.0,900.0,512,512,20,1
PEGDA01TPO10SiNPSam02_S2_P__GrID091_LOC_RC021005-5.00x5.00-Z Height_Forward-251002-CRO_a877c9ce.tiff,particle_count_align_flatten_fixed0,particle_count,0,23,0,0,0.0,0.0,0.0,fixed(threshold_fixed),1,350.0,550.0,900.0,512,512,20,4
PEGDA01TPO10SiNPSam02_S2_P__GrID092_LOC_RC021006-5.00x5.00-Z Height_Forward-251002-CRO_a15843da.tiff,particle_count_align_flatten_fixed0,particle_count,1,57,1,1,389.5920707045241,0.0,0.0,fixed(threshold_fixed),0,350.0,550.0,900.0,512,512,20,5
PEGDA01TPO10SiNPSam02_S2_P__GrID093_LOC_RC021010-5.00x5.00-Z Height_Forward-251002-CRO_24ca1825.tiff,particle_count_align_flatten_fixed0,particle_count,0,0,0,0,0.0,0.0,0.0,fixed(threshold_fixed),0,350.0,550.0,900.0,512,512,20,9
