source_file,channel,direction,grid_id,date_code,mode,metric_type,avg_value,std_value,units,n_valid,row_idx,col_idx
PEGDA01TPO000SiNP_Sam01_S1_P__GrID017_LOC_RC002020-5.00x5.00-Modulus_Forward-251028-CRO_7d77b12c.tiff,Modulus,Forward,17,251028,modulus_raw_three_sigma,modulus,38960526.045917146,10843438.691617655,kPa,255743,1,19
PEGDA01TPO000SiNP_Sam01_S1_P__GrID018_LOC_RC002021-5.00x5.00-Modulus_Forward-251028-CRO_aeb69ee3.tiff,Modulus,Forward,18,251028,modulus_raw_three_sigma,modulus,32738357.305887967,5576872.546773189,kPa,258242,1,20
PEGDA01TPO000SiNP_Sam01_S1_P__GrID019_LOC_RC003008-5.00x5.00-Modulus_Forward-251028-CRO_e0c45a99.tiff,Modulus,Forward,19,251028,modulus_raw_three_sigma,modulus,283962543.63942504,45479938.41316122,kPa,252803,2,7
PEGDA01TPO000SiNP_Sam01_S1_P__GrID020_LOC_RC003014-5.00x5.00-Modulus_Forward-251028-CRO_40ff7ba4.tiff,Modulus,Forward,20,251028,modulus_raw_three_sigma,modulus,126327691.34157813,49866835.32697926,kPa,245571,2,13
PEGDA01TPO000SiNP_Sam01_S1_P__GrID021_LOC_RC005001-5.00x5.00-Modulus_Forward-251028-CRO_b8eb5047.tiff,Modulus,Forward,21,251028,modulus_raw_three_sigma,modulus,474459606.11869806,56771064.35343017,kPa,257769,4,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID022_LOC_RC005005-5.00x5.00-Modulus_Forward-251028-CRO_f85418cc.tiff,Modulus,Forward,22,251028,modulus_raw_three_sigma,modulus,579561317.4191424,86839633.46281262,kPa,258496,4,4
PEGDA01TPO000SiNP_Sam01_S1_P__GrID023_LOC_RC005006-5.00x5.00-Modulus_Forward-251028-CRO_99dd8aa9.tiff,Modulus,Forward,23,251028,modulus_raw_three_sigma,modulus,33359396.87085499,8751817.862787133,kPa,254662,4,5
PEGDA01TPO000SiNP_Sam01_S1_P__GrID024_LOC_RC005016-5.00x5.00-Modulus_Forward-251028-CRO_4c7f6754.tiff,Modulus,Forward,24,251028,modulus_raw_three_sigma,modulus,33925699.58209341,5874904.776375037,kPa,257319,4,15
PEGDA01TPO000SiNP_Sam01_S1_P__GrID025_LOC_RC005017-5.00x5.00-Modulus_Forward-251029-CRO_71d730cd.tiff,Modulus,Forward,25,251029,modulus_raw_three_sigma,modulus,117277331.04699977,36470138.60436531,kPa,250327,4,16
PEGDA01TPO000SiNP_Sam01_S1_P__GrID026_LOC_RC006001-5.00x5.00-Modulus_Forward-251029-CRO_19b97620.tiff,Modulus,Forward,26,251029,modulus_raw_three_sigma,modulus,195782657.21818802,66139233.75354355,kPa,250043,5,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID027_LOC_RC006005-5.00x5.00-Modulus_Forward-251029-CRO_65827272.tiff,Modulus,Forward,27,251029,modulus_raw_three_sigma,modulus,520251138.0110458,51834175.859192014,kPa,258077,5,4
PEGDA01TPO000SiNP_Sam01_S1_P__GrID028_LOC_RC006006-5.00x5.00-Modulus_Forward-251029-CRO_f7b37854.tiff,Modulus,Forward,28,251029,modulus_raw_three_sigma,modulus,173537903.66528165,54880933.357855484,kPa,246182,5,5
PEGDA01TPO000SiNP_Sam01_S1_P__GrID029_LOC_RC006010-5.00x5.00-Modulus_Forward-251029-CRO_2d1516ab.tiff,Modulus,Forward,29,251029,modulus_raw_three_sigma,modulus,117716276.07010193,44840354.27253984,kPa,252411,5,9
PEGDA01TPO000SiNP_Sam01_S1_P__GrID030_LOC_RC006011-5.00x5.00-Modulus_Forward-251029-CRO_cbd5349d.tiff,Modulus,Forward,30,251029,modulus_raw_three_sigma,modulus,66917927.35271038,27621834.42295719,kPa,253975,5,10
PEGDA01TPO000SiNP_Sam01_S1_P__GrID031_LOC_RC006012-5.00x5.00-Modulus_Forward-251029-CRO_780230d1.tiff,Modulus,Forward,31,251029,modulus_raw_three_sigma,modulus,68879354.16409244,20407425.205710724,kPa,257815,5,11
PEGDA01TPO000SiNP_Sam01_S1_P__GrID032_LOC_RC006016-5.00x5.00-Modulus_Forward-251029-CRO_279d38c1.tiff,Modulus,Forward,32,251029,modulus_raw_three_sigma,modulus,62584242.02224527,15705456.406056168,kPa,256189,5,15
PEGDA01TPO000SiNP_Sam01_S1_P__GrID033_LOC_RC006017-5.00x5.00-Modulus_Forward-251029-CRO_1c85eb82.tiff,Modulus,Forward,33,251029,modulus_raw_three_sigma,modulus,50631763.78347209,14499527.009923445,kPa,256613,5,16
PEGDA01TPO000SiNP_Sam01_S1_P__GrID034_LOC_RC006021-5.00x5.00-Modulus_Forward-251029-CRO_a47f1ee9.tiff,Modulus,Forward,34,251029,modulus_raw_three_sigma,modulus,44505696.51592544,13030539.82336686,kPa,255095,5,20
PEGDA01TPO000SiNP_Sam01_S1_P__GrID035_LOC_RC007003-5.00x5.00-Modulus_Forward-251029-CRO_73728af3.tiff,Modulus,Forward,35,251029,modulus_raw_three_sigma,modulus,145392162.0176723,68954330.08130392,kPa,238853,6,2
PEGDA01TPO000SiNP_Sam01_S1_P__GrID036_LOC_RC007021-5.00x5.00-Modulus_Forward-251029-CRO_519c474e.tiff,Modulus,Forward,36,251029,modulus_raw_three_sigma,modulus,718657548.6440941,146824592.05620506,kPa,243019,6,20
PEGDA01TPO000SiNP_Sam01_S1_P__GrID037_LOC_RC008008-5.00x5.00-Modulus_Forward-251030-CRO_cf2e5e36.tiff,Modulus,Forward,37,251030,modulus_raw_three_sigma,modulus,290710781.0453996,89755262.54847987,kPa,244078,7,7
PEGDA01TPO000SiNP_Sam01_S1_P__GrID038_LOC_RC008014-5.00x5.00-Modulus_Forward-251030-CRO_62a47149.tiff,Modulus,Forward,38,251030,modulus_raw_three_sigma,modulus,565565857.287144,75393591.59741698,kPa,247720,7,13
PEGDA01TPO000SiNP_Sam01_S1_P__GrID039_LOC_RC008019-5.00x5.00-Modulus_Forward-251030-CRO_02bc5eb2.tiff,Modulus,Forward,39,251030,modulus_raw_three_sigma,modulus,96541426.3044329,29136531.842104435,kPa,246979,7,18
PEGDA01TPO000SiNP_Sam01_S1_P__GrID040_LOC_RC010001-5.00x5.00-Modulus_Forward-251030-CRO_29afc0c1.tiff,Modulus,Forward,40,251030,modulus_raw_three_sigma,modulus,139683270.00498435,50138418.26116988,kPa,244987,9,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID041_LOC_RC010002-5.00x5.00-Modulus_Forward-251030-CRO_ea9725b9.tiff,Modulus,Forward,41,251030,modulus_raw_three_sigma,modulus,57622624.23892544,20213733.02882395,kPa,253782,9,1
PEGDA01TPO000SiNP_Sam01_S1_P__GrID042_LOC_RC010006-5.00x5.00-Modulus_Forward-251030-CRO_07867a5a.tiff,Modulus,Forward,42,251030,modulus_raw_three_sigma,modulus,38440898.032343775,9242435.829576833,kPa,256796,9,5
PEGDA01TPO000SiNP_Sam01_S1_P__GrID043_LOC_RC010010-5.00x5.00-Modulus_Forward-251030-CRO_52df9fd1.tiff,Modulus,Forward,43,251030,modulus_raw_three_sigma,modulus,41588585.25071086,12255440.306555748,kPa,258209,9,9
PEGDA01TPO000SiNP_Sam01_S1_P__GrID044_LOC_RC010011-5.00x5.00-Modulus_Forward-251030-CRO_799a61c5.tiff,Modulus,Forward,44,251030,modulus_raw_three_sigma,modulus,60491434.5846449,24941131.00075933,kPa,247894,9,10
PEGDA01TPO000SiNP_Sam01_S1_P__GrID045_LOC_RC010012-5.00x5.00-Modulus_Forward-251030-CRO_9bae1474.tiff,Modulus,Forward,45,251030,modulus_raw_three_sigma,modulus,nan,nan,kPa,0,9,11
PEGDA01TPO000SiNP_Sam01_S1_P__GrID046_LOC_RC010016-5.00x5.00-Modulus_Forward-251030-CRO_971bd3a0.tiff,Modulus,Forward,46,251030,modulus_raw_three_sigma,modulus,146077790.1805674,28756101.683277365,kPa,253197,9,15
PEGDA01TPO000SiNP_Sam01_S1_P__GrID047_LOC_RC010020-5.00x5.00-Modulus_Forward-251030-CRO_74eb812b.tiff,Modulus,Forward,47,251030,modulus_raw_three_sigma,modulus,35093413.07188831,10570095.145420782,kPa,249806,9,19
PEGDA01TPO000SiNP_Sam01_S1_P__GrID048_LOC_RC010021-5.00x5.00-Modulus_Forward-251030-CRO_cfcf1391.tiff,Modulus,Forward,48,251030,modulus_raw_three_sigma,modulus,52979451.456855,15827870.733461387,kPa,252114,9,20
PEGDA01TPO000SiNP_Sam01_S1_P__GrID049_LOC_RC011001-5.00x5.00-Modulus_Forward-251030-CRO_7c22cd95.tiff,Modulus,Forward,49,251030,modulus_raw_three_sigma,modulus,752486658.5294412,63860912.69170643,kPa,255232,10,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID050_LOC_RC011002-5.00x5.00-Modulus_Forward-251031-CRO_9b78bc2e.tiff,Modulus,Forward,50,251031,modulus_raw_three_sigma,modulus,226627279.59397385,56270422.92105799,kPa,250127,10,1
PEGDA01TPO000SiNP_Sam01_S1_P__GrID051_LOC_RC011006-5.00x5.00-Modulus_Forward-251031-CRO_319b6a7f.tiff,Modulus,Forward,51,251031,modulus_raw_three_sigma,modulus,32913218.05803384,5399302.219610422,kPa,257233,10,5
PEGDA01TPO000SiNP_Sam01_S1_P__GrID052_LOC_RC011010-5.00x5.00-Modulus_Forward-251031-CRO_3d8af3fe.tiff,Modulus,Forward,52,251031,modulus_raw_three_sigma,modulus,nan,nan,kPa,0,10,9
PEGDA01TPO000SiNP_Sam01_S1_P__GrID053_LOC_RC011011-5.00x5.00-Modulus_Forward-251031-CRO_3645080c.tiff,Modulus,Forward,53,251031,modulus_raw_three_sigma,modulus,432506801.6195948,68233944.37940215,kPa,254026,10,10
PEGDA01TPO000SiNP_Sam01_S1_P__GrID054_LOC_RC011012-5.00x5.00-Modulus_Forward-251031-CRO_87dfe8c2.tiff,Modulus,Forward,54,251031,modulus_raw_three_sigma,modulus,nan,nan,kPa,0,10,11
PEGDA01TPO000SiNP_Sam01_S1_P__GrID055_LOC_RC011016-5.00x5.00-Modulus_Forward-251031-CRO_d3151adf.tiff,Modulus,Forward,55,251031,modulus_raw_three_sigma,modulus,32676133.9802637,4768008.0166080985,kPa,257899,10,15
PEGDA01TPO000SiNP_Sam01_S1_P__GrID056_LOC_RC011020-5.00x5.00-Modulus_Forward-251031-CRO_d56434e2.tiff,Modulus,Forward,56,251031,modulus_raw_three_sigma,modulus,57929116.56986734,17871507.407609038,kPa,251771,10,19
PEGDA01TPO000SiNP_Sam01_S1_P__GrID057_LOC_RC011021-5.00x5.00-Modulus_Forward-251031-CRO_c866112a.tiff,Modulus,Forward,57,251031,modulus_raw_three_sigma,modulus,35717452.36693753,9886844.992854157,kPa,257889,10,20
PEGDA01TPO000SiNP_Sam01_S1_P__GrID058_LOC_RC012001-5.00x5.00-Modulus_Forward-251031-CRO_3c2f3394.tiff,Modulus,Forward,58,251031,modulus_raw_three_sigma,modulus,77613183.8064332,31638150.80282729,kPa,249609,11,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID059_LOC_RC012002-5.00x5.00-Modulus_Forward-251031-CRO_53880952.tiff,Modulus,Forward,59,251031,modulus_raw_three_sigma,modulus,43708876.34145367,6847133.941567788,kPa,258378,11,1
PEGDA01TPO000SiNP_Sam01_S1_P__GrID060_LOC_RC012006-5.00x5.00-Modulus_Forward-251031-CRO_7f038af9.tiff,Modulus,Forward,60,251031,modulus_raw_three_sigma,modulus,625086562.6835188,105640878.5008007,kPa,254261,11,5
PEGDA01TPO000SiNP_Sam01_S1_P__GrID061_LOC_RC012010-5.00x5.00-Modulus_Forward-251031-CRO_8e1e60d9.tiff,Modulus,Forward,61,251031,modulus_raw_three_sigma,modulus,nan,nan,kPa,0,11,9
PEGDA01TPO000SiNP_Sam01_S1_P__GrID062_LOC_RC012011-5.00x5.00-Modulus_Forward-251031-CRO_47f99270.tiff,Modulus,Forward,62,251031,modulus_raw_three_sigma,modulus,142698539.74029702,36041395.03572902,kPa,252704,11,10
PEGDA01TPO000SiNP_Sam01_S1_P__GrID063_LOC_RC012012-5.00x5.00-Modulus_Forward-251101-CRO_75dae1cb.tiff,Modulus,Forward,63,251101,modulus_raw_three_sigma,modulus,54424505.57410396,23867783.856891308,kPa,245379,11,11
PEGDA01TPO000SiNP_Sam01_S1_P__GrID064_LOC_RC012016-5.00x5.00-Modulus_Forward-251101-CRO_5f943d31.tiff,Modulus,Forward,64,251101,modulus_raw_three_sigma,modulus,636268658.3022925,106908993.64052925,kPa,253367,11,15
PEGDA01TPO000SiNP_Sam01_S1_P__GrID065_LOC_RC012020-5.00x5.00-Modulus_Forward-251101-CRO_c7d7ea15.tiff,Modulus,Forward,65,251101,modulus_raw_three_sigma,modulus,802152875.5183407,88945994.72448426,kPa,255318,11,19
PEGDA01TPO000SiNP_Sam01_S1_P__GrID066_LOC_RC012021-5.00x5.00-Modulus_Forward-251101-CRO_5330f73f.tiff,Modulus,Forward,66,251101,modulus_raw_three_sigma,modulus,85809197.00840284,33167660.07746388,kPa,247444,11,20
PEGDA01TPO000SiNP_Sam01_S1_P__GrID067_LOC_RC014003-5.00x5.00-Modulus_Forward-251101-CRO_272d5a09.tiff,Modulus,Forward,67,251101,modulus_raw_three_sigma,modulus,545913418.3905231,89026076.85338254,kPa,249714,13,2
PEGDA01TPO000SiNP_Sam01_S1_P__GrID068_LOC_RC014008-5.00x5.00-Modulus_Forward-251101-CRO_e2b4b8b1.tiff,Modulus,Forward,68,251101,modulus_raw_three_sigma,modulus,376875578.2029271,37666351.67887263,kPa,258425,13,7
PEGDA01TPO000SiNP_Sam01_S1_P__GrID069_LOC_RC014014-5.00x5.00-Modulus_Forward-251101-CRO_2cb2d76d.tiff,Modulus,Forward,69,251101,modulus_raw_three_sigma,modulus,36208861.53406729,6911790.832946463,kPa,258263,13,13
PEGDA01TPO000SiNP_Sam01_S1_P__GrID070_LOC_RC014019-5.00x5.00-Modulus_Forward-251101-CRO_5ac91a93.tiff,Modulus,Forward,70,251101,modulus_raw_three_sigma,modulus,217216988.4227096,39212395.24495986,kPa,257790,13,18
PEGDA01TPO000SiNP_Sam01_S1_P__GrID071_LOC_RC016001-5.00x5.00-Modulus_Forward-251101-CRO_d90f8aaf.tiff,Modulus,Forward,71,251101,modulus_raw_three_sigma,modulus,57040982.48610256,24984368.046286758,kPa,247501,15,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID072_LOC_RC016005-5.00x5.00-Modulus_Forward-251101-CRO_b763ed6b.tiff,Modulus,Forward,72,251101,modulus_raw_three_sigma,modulus,45736034.42491423,14687482.101541901,kPa,253729,15,4
PEGDA01TPO000SiNP_Sam01_S1_P__GrID073_LOC_RC016006-5.00x5.00-Modulus_Forward-251101-CRO_2e822071.tiff,Modulus,Forward,73,251101,modulus_raw_three_sigma,modulus,66007119.49120054,28786134.21481884,kPa,248583,15,5
PEGDA01TPO000SiNP_Sam01_S1_P__GrID074_LOC_RC016010-5.00x5.00-Modulus_Forward-251101-CRO_c2c6e67e.tiff,Modulus,Forward,74,251101,modulus_raw_three_sigma,modulus,709696455.535179,121064993.74326937,kPa,244916,15,9
PEGDA01TPO000SiNP_Sam01_S1_P__GrID075_LOC_RC016011-5.00x5.00-Modulus_Forward-251101-CRO_766314dc.tiff,Modulus,Forward,75,251101,modulus_raw_three_sigma,modulus,36972866.985631794,6748945.881743138,kPa,257892,15,10
PEGDA01TPO000SiNP_Sam01_S1_P__GrID076_LOC_RC016012-5.00x5.00-Modulus_Forward-251102-CRO_ad3e4c81.tiff,Modulus,Forward,76,251102,modulus_raw_three_sigma,modulus,45374715.6282472,11453364.81334332,kPa,258122,15,11
PEGDA01TPO000SiNP_Sam01_S1_P__GrID077_LOC_RC016016-5.00x5.00-Modulus_Forward-251102-CRO_c335f704.tiff,Modulus,Forward,77,251102,modulus_raw_three_sigma,modulus,40312029.11146064,7223768.28748842,kPa,259058,15,15
PEGDA01TPO000SiNP_Sam01_S1_P__GrID078_LOC_RC016017-5.00x5.00-Modulus_Forward-251102-CRO_d35e3737.tiff,Modulus,Forward,78,251102,modulus_raw_three_sigma,modulus,69473308.02950902,24429086.471153684,kPa,251898,15,16
PEGDA01TPO000SiNP_Sam01_S1_P__GrID079_LOC_RC016021-5.00x5.00-Modulus_Forward-251102-CRO_1cb4b17c.tiff,Modulus,Forward,79,251102,modulus_raw_three_sigma,modulus,35013818.94400658,8322503.773415462,kPa,252481,15,20
PEGDA01TPO000SiNP_Sam01_S1_P__GrID080_LOC_RC017001-5.00x5.00-Modulus_Forward-251102-CRO_cc40f1d0.tiff,Modulus,Forward,80,251102,modulus_raw_three_sigma,modulus,227260018.2017807,61764551.207863756,kPa,252135,16,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID081_LOC_RC017005-5.00x5.00-Modulus_Forward-251102-CRO_0868197d.tiff,Modulus,Forward,81,251102,modulus_raw_three_sigma,modulus,244268155.49893993,76658192.69485724,kPa,244435,16,4
PEGDA01TPO000SiNP_Sam01_S1_P__GrID082_LOC_RC017006-5.00x5.00-Modulus_Forward-251102-CRO_fe8a749d.tiff,Modulus,Forward,82,251102,modulus_raw_three_sigma,modulus,101235246.64620142,25783081.82619051,kPa,252920,16,5
PEGDA01TPO000SiNP_Sam01_S1_P__GrID083_LOC_RC017016-5.00x5.00-Modulus_Forward-251102-CRO_435ce319.tiff,Modulus,Forward,83,251102,modulus_raw_three_sigma,modulus,nan,nan,kPa,0,16,15
PEGDA01TPO000SiNP_Sam01_S1_P__GrID084_LOC_RC017017-5.00x5.00-Modulus_Forward-251102-CRO_70d3d6ca.tiff,Modulus,Forward,84,251102,modulus_raw_three_sigma,modulus,27982833.404119328,7738490.489328097,kPa,255974,16,16
PEGDA01TPO000SiNP_Sam01_S1_P__GrID085_LOC_RC017021-5.00x5.00-Modulus_Forward-251102-CRO_7299d06d.tiff,Modulus,Forward,85,251102,modulus_raw_three_sigma,modulus,nan,nan,kPa,0,16,20
PEGDA01TPO000SiNP_Sam01_S1_P__GrID086_LOC_RC019008-5.00x5.00-Modulus_Forward-251102-CRO_296275b3.tiff,Modulus,Forward,86,251102,modulus_raw_three_sigma,modulus,54146308.21813052,28127863.643747073,kPa,249838,18,7
PEGDA01TPO000SiNP_Sam01_S1_P__GrID087_LOC_RC019014-5.00x5.00-Modulus_Forward-251102-CRO_ce620c64.tiff,Modulus,Forward,87,251102,modulus_raw_three_sigma,modulus,35428440.04756242,10402416.742143394,kPa,252214,18,13
PEGDA01TPO000SiNP_Sam01_S1_P__GrID088_LOC_RC020001-5.00x5.00-Modulus_Forward-251102-CRO_44d99d50.tiff,Modulus,Forward,88,251102,modulus_raw_three_sigma,modulus,nan,nan,kPa,0,19,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID089_LOC_RC020002-5.00x5.00-Modulus_Forward-251102-CRO_9b941964.tiff,Modulus,Forward,89,251102,modulus_raw_three_sigma,modulus,937468343.9639053,37515568.30021376,kPa,381,19,1
PEGDA01TPO000SiNP_Sam01_S1_P__GrID090_LOC_RC020010-5.00x5.00-Modulus_Forward-251103-CRO_c9aeafeb.tiff,Modulus,Forward,90,251103,modulus_raw_three_sigma,modulus,757863108.4254707,148614265.67465726,kPa,721,19,9
PEGDA01TPO000SiNP_Sam01_S1_P__GrID091_LOC_RC020011-5.00x5.00-Modulus_Forward-251103-CRO_4b1e79bf.tiff,Modulus,Forward,91,251103,modulus_raw_three_sigma,modulus,421187721.4926952,97796059.45396887,kPa,250296,19,10
PEGDA01TPO000SiNP_Sam01_S1_P__GrID092_LOC_RC020012-5.00x5.00-Modulus_Forward-251103-CRO_1ded314f.tiff,Modulus,Forward,92,251103,modulus_raw_three_sigma,modulus,256447359.72729406,55063282.47621009,kPa,256557,19,11
PEGDA01TPO000SiNP_Sam01_S1_P__GrID093_LOC_RC020020-5.00x5.00-Modulus_Forward-251103-CRO_c273767c.tiff,Modulus,Forward,93,251103,modulus_raw_three_sigma,modulus,82338056.65619476,25620575.327785067,kPa,247080,19,19
PEGDA01TPO000SiNP_Sam01_S1_P__GrID094_LOC_RC020021-5.00x5.00-Modulus_Forward-251103-CRO_91bf79e4.tiff,Modulus,Forward,94,251103,modulus_raw_three_sigma,modulus,285955548.0454666,66653251.634907916,kPa,251956,19,20
PEGDA01TPO000SiNP_Sam01_S1_P__GrID095_LOC_RC021001-5.00x5.00-Modulus_Forward-251103-CRO_210e8324.tiff,Modulus,Forward,95,251103,modulus_raw_three_sigma,modulus,753649979.0226792,104879486.16375344,kPa,254857,20,0
PEGDA01TPO000SiNP_Sam01_S1_P__GrID096_LOC_RC021002-5.00x5.00-Modulus_Forward-251103-CRO_0e1929e4.tiff,Modulus,Forward,96,251103,modulus_raw_three_sigma,modulus,743134357.7760856,227069720.33651343,kPa,72608,20,1
PEGDA01TPO000SiNP_Sam01_S1_P__GrID097_LOC_RC021005-5.00x5.00-Modulus_Forward-251103-CRO_a63a135e.tiff,Modulus,Forward,97,251103,modulus_raw_three_sigma,modulus,183623037.94218466,65776013.092443146,kPa,244278,20,4
PEGDA01TPO000SiNP_Sam01_S1_P__GrID098_LOC_RC021006-5.00x5.00-Modulus_Forward-251103-CRO_33bd4040.tiff,Modulus,Forward,98,251103,modulus_raw_three_sigma,modulus,63542317.58196925,19090757.039473448,kPa,244875,20,5
PEGDA01TPO000SiNP_Sam01_S1_P__GrID099_LOC_RC021010-5.00x5.00-Modulus_Forward-251103-CRO_2d48f434.tiff,Modulus,Forward,99,251103,modulus_raw_three_sigma,modulus,59998484.76945331,30754781.569538053,kPa,248088,20,9
PEGDA01TPO000SiNP_Sam01_S1_P__GrID100_LOC_RC021011-5.00x5.00-Modulus_Forward-251103-CRO_fd17ffd5.tiff,Modulus,Forward,100,251103,modulus_raw_three_sigma,modulus,nan,nan,kPa,0,20,10
PEGDA01TPO000SiNP_Sam01_S1_P__GrID101_LOC_RC021012-5.00x5.00-Modulus_Forward-251103-CRO_00090da2.tiff,Modulus,Forward,101,251103,modulus_raw_three_sigma,modulus,nan,nan,kPa,0,20,11
PEGDA01TPO000SiNP_Sam01_S1_P__GrID102_LOC_RC021016-5.00x5.00-Modulus_Forward-251103-CRO_fed30b14.tiff,Modulus,Forward,102,251103,modulus_raw_three_sigma,modulus,44693632.900508545,15987173.488405846,kPa,251878,20,15
PEGDA01TPO000SiNP_Sam01_S1_P__GrID103_LOC_RC021017-5.00x5.00-Modulus_Forward-251104-CRO_19f6d0ce.tiff,Modulus,Forward,103,251104,modulus_raw_three_sigma,modulus,35711850.2199403,9446878.583554644,kPa,257586,20,16
PEGDA01TPO000SiNP_Sam01_S1_P__GrID104_LOC_RC021020-5.00x5.00-Modulus_Forward-251104-CRO_300d0154.tiff,Modulus,Forward,104,251104,modulus_raw_three_sigma,modulus,34952815.6242218,4955200.673275011,kPa,259694,20,19
